<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.24	00:00:00	2755.00	2762.57	2753.64	2762.33	15096	0	15
2025.01.24	04:00:00	2762.33	2777.28	2762.33	2775.29	46101	0	15
2025.01.24	08:00:00	2775.22	2778.38	2769.96	2772.76	41138	0	15
2025.01.24	12:00:00	2772.76	2784.59	2771.58	2782.42	41654	0	15
2025.01.24	16:00:00	2782.42	2785.96	2769.82	2773.23	67256	0	15
2025.01.24	20:00:00	2773.23	2775.27	2770.50	2771.22	23420	0	15
2025.01.27	00:00:00	2766.86	2772.46	2762.93	2762.96	24785	0	15
2025.01.27	04:00:00	2762.96	2763.65	2752.78	2753.20	42090	0	15
2025.01.27	08:00:00	2753.17	2764.85	2747.21	2763.33	48807	0	15
2025.01.27	12:00:00	2763.42	2771.98	2752.27	2757.25	57804	0	15
2025.01.27	16:00:00	2757.22	2757.88	2730.41	2733.71	77463	0	15
2025.01.27	20:00:00	2733.66	2743.95	2732.99	2740.45	33192	0	15
2025.01.28	00:00:00	2740.70	2745.34	2739.32	2741.34	16255	0	15
2025.01.28	04:00:00	2741.34	2744.92	2737.81	2741.70	36163	0	15
2025.01.28	08:00:00	2741.63	2745.00	2734.76	2743.35	37131	0	15
2025.01.28	12:00:00	2743.35	2749.53	2741.00	2748.94	40136	0	15
2025.01.28	16:00:00	2748.98	2760.08	2748.95	2759.68	60736	0	15
2025.01.28	20:00:00	2759.68	2765.01	2759.22	2763.34	24828	0	15
2025.01.29	00:00:00	2763.16	2766.24	2762.27	2763.70	8376	0	15
2025.01.29	04:00:00	2763.74	2765.61	2760.15	2760.63	24884	0	15
2025.01.29	08:00:00	2760.73	2766.13	2757.38	2762.69	38823	0	15
2025.01.29	12:00:00	2762.72	2763.33	2752.25	2758.68	49285	0	15
2025.01.29	16:00:00	2758.68	2761.05	2748.19	2752.73	57186	0	15
2025.01.29	20:00:00	2752.74	2759.46	2744.73	2759.17	44713	0	15
2025.01.30	00:00:00	2759.54	2762.56	2757.75	2760.12	9925	0	15
2025.01.30	04:00:00	2760.08	2763.33	2758.66	2760.48	17526	0	15
2025.01.30	08:00:00	2760.42	2776.53	2760.18	2774.24	36324	0	15
2025.01.30	12:00:00	2774.19	2786.09	2773.80	2785.87	46776	0	15
2025.01.30	16:00:00	2785.81	2798.54	2780.01	2795.59	91661	0	15
2025.01.30	20:00:00	2795.59	2798.36	2786.28	2792.72	39041	0	15
2025.01.31	00:00:00	2793.91	2799.46	2791.05	2796.30	16279	0	15
2025.01.31	04:00:00	2796.32	2798.23	2794.00	2795.51	25690	0	15
2025.01.31	08:00:00	2795.51	2800.89	2791.62	2793.66	37681	0	15
