<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.31	12:00:00	2793.66	2808.43	2791.01	2806.36	45839	0	15
2025.01.31	16:00:00	2806.42	2817.12	2803.00	2808.72	74730	0	10
2025.01.31	20:00:00	2808.72	2808.92	2794.21	2798.60	58479	0	15
2025.02.03	00:00:00	2800.53	2803.61	2778.29	2782.21	37114	0	15
2025.02.03	04:00:00	2782.16	2785.03	2772.03	2783.06	56529	0	15
2025.02.03	08:00:00	2783.02	2800.79	2782.84	2796.31	56945	0	15
2025.02.03	12:00:00	2796.33	2811.84	2792.87	2811.03	49461	0	15
2025.02.03	16:00:00	2811.03	2830.56	2810.14	2817.13	86526	0	15
2025.02.03	20:00:00	2817.13	2822.95	2812.23	2814.63	38325	0	15
2025.02.04	00:00:00	2813.81	2824.27	2812.25	2823.34	15858	0	15
2025.02.04	04:00:00	2823.35	2824.58	2813.39	2815.82	43661	0	15
2025.02.04	08:00:00	2815.74	2821.90	2807.17	2820.48	55284	0	15
2025.02.04	12:00:00	2820.44	2837.12	2812.50	2831.65	58425	0	15
2025.02.04	16:00:00	2831.70	2845.48	2828.98	2843.91	83479	0	15
2025.02.04	20:00:00	2843.91	2845.01	2840.85	2841.98	29213	0	15
2025.02.05	00:00:00	2841.47	2849.72	2840.28	2845.00	28283	0	15
2025.02.05	04:00:00	2845.00	2861.20	2844.50	2859.78	28740	0	15
2025.02.05	08:00:00	2859.76	2872.17	2855.44	2870.88	41396	0	15
2025.02.05	12:00:00	2870.93	2877.57	2858.52	2861.85	52359	0	15
2025.02.05	16:00:00	2861.85	2882.29	2860.63	2872.95	81239	0	15
2025.02.05	20:00:00	2872.95	2873.45	2859.90	2867.32	39382	0	15
2025.02.06	00:00:00	2867.65	2871.29	2864.20	2870.93	18511	0	15
2025.02.06	04:00:00	2870.92	2872.57	2863.73	2867.71	29850	0	15
2025.02.06	08:00:00	2867.70	2870.71	2848.85	2859.31	46084	0	15
2025.02.06	12:00:00	2859.32	2870.31	2855.53	2856.78	51661	0	15
2025.02.06	16:00:00	2856.75	2859.80	2834.18	2852.36	67560	0	15
2025.02.06	20:00:00	2852.36	2857.35	2849.84	2855.94	27761	0	15
2025.02.07	00:00:00	2855.93	2868.82	2855.81	2866.78	15458	0	15
2025.02.07	04:00:00	2866.78	2870.80	2861.50	2861.60	22876	0	15
2025.02.07	08:00:00	2861.60	2870.69	2858.97	2868.94	33659	0	15
2025.02.07	12:00:00	2868.97	2870.66	2852.43	2862.58	48419	0	15
2025.02.07	16:00:00	2862.69	2886.78	2853.31	2860.02	87446	0	15
2025.02.07	20:00:00	2860.01	2865.29	2858.87	2861.09	26119	0	15
2025.02.10	00:00:00	2855.78	2877.24	2854.82	2872.45	27955	0	15
2025.02.10	04:00:00	2872.44	2880.58	2871.85	2879.36	30686	0	15
2025.02.10	08:00:00	2879.34	2903.27	2878.97	2902.98	46905	0	15
2025.02.10	12:00:00	2902.95	2911.11	2898.67	2901.00	57272	0	15
2025.02.10	16:00:00	2900.99	2911.73	2896.35	2903.31	59853	0	15
2025.02.10	20:00:00	2903.32	2908.19	2900.83	2907.91	25527	0	15
2025.02.11	00:00:00	2907.87	2936.76	2907.87	2934.69	26068	0	15
2025.02.11	04:00:00	2934.61	2943.29	2905.62	2922.29	49536	0	15
2025.02.11	08:00:00	2922.32	2928.78	2902.41	2902.61	54988	0	15
2025.02.11	12:00:00	2902.61	2906.48	2881.18	2896.46	74912	0	15
2025.02.11	16:00:00	2896.49	2908.66	2890.83	2905.55	74156	0	15
2025.02.11	20:00:00	2905.56	2907.19	2894.08	2897.59	33640	0	15
2025.02.12	00:00:00	2897.18	2900.63	2883.15	2893.85	21295	0	15
2025.02.12	04:00:00	2893.86	2898.41	2884.22	2886.86	34926	0	15
2025.02.12	08:00:00	2886.86	2895.80	2885.83	2886.25	42436	0	15
2025.02.12	12:00:00	2886.23	2889.29	2864.02	2884.74	55469	0	15
2025.02.12	16:00:00	2884.76	2909.19	2881.90	2902.88	75460	0	15
2025.02.12	20:00:00	2902.87	2904.21	2893.59	2904.11	33209	0	15
2025.02.13	00:00:00	2904.52	2908.99	2900.35	2906.03	18049	0	15
2025.02.13	04:00:00	2906.02	2923.39	2905.26	2918.57	29517	0	15
2025.02.13	08:00:00	2918.57	2920.68	2909.40	2915.42	46626	0	15
2025.02.13	12:00:00	2915.42	2921.34	2905.77	2908.52	51782	0	15
2025.02.13	16:00:00	2908.53	2920.95	2906.48	2918.92	62161	0	15
2025.02.13	20:00:00	2918.95	2929.49	2914.30	2928.38	32869	0	15
2025.02.14	00:00:00	2928.45	2933.85	2927.37	2929.91	22254	0	15
2025.02.14	04:00:00	2929.92	2932.39	2923.32	2930.93	33149	0	15
2025.02.14	08:00:00	2930.94	2938.83	2929.88	2935.25	49956	0	15
2025.02.14	12:00:00	2935.30	2940.04	2917.59	2920.49	60107	0	15
2025.02.14	16:00:00	2920.50	2928.53	2885.43	2887.00	110063	0	15
2025.02.14	20:00:00	2887.01	2887.94	2877.03	2882.67	40534	0	15
2025.02.17	00:00:00	2885.77	2896.50	2878.38	2895.47	27267	0	15
2025.02.17	04:00:00	2895.42	2905.19	2893.75	2896.21	30678	0	15
2025.02.17	08:00:00	2896.21	2906.38	2888.27	2902.58	43113	0	15
2025.02.17	12:00:00	2902.58	2903.86	2895.43	2896.76	43825	0	15
2025.02.17	16:00:00	2896.77	2904.11	2896.43	2898.49	41027	0	15
2025.02.17	20:00:00	2898.54	2899.15	2897.11	2898.05	3267	0	15
2025.02.18	00:00:00	2899.04	2900.32	2891.87	2895.75	12124	0	15
2025.02.18	04:00:00	2895.73	2915.81	2895.27	2910.65	30820	0	15
2025.02.18	08:00:00	2910.57	2915.38	2908.23	2912.64	28970	0	15
2025.02.18	12:00:00	2912.63	2921.42	2907.08	2918.75	37548	0	15
2025.02.18	16:00:00	2918.71	2933.68	2917.71	2931.13	56415	0	15
2025.02.18	20:00:00	2931.20	2936.93	2928.36	2935.14	26861	0	15
2025.02.19	00:00:00	2934.86	2939.59	2927.92	2938.46	12741	0	15
2025.02.19	04:00:00	2938.47	2939.61	2924.34	2932.73	29489	0	15
2025.02.19	08:00:00	2932.75	2946.56	2930.39	2945.41	32169	0	15
2025.02.19	12:00:00	2945.40	2946.99	2931.22	2936.32	40925	0	15
2025.02.19	16:00:00	2936.30	2940.56	2921.44	2923.89	61131	0	15
2025.02.19	20:00:00	2923.89	2937.52	2918.59	2932.80	34150	0	15
2025.02.20	00:00:00	2933.30	2942.36	2933.26	2936.91	16080	0	15
2025.02.20	04:00:00	2936.91	2946.84	2933.88	2946.76	21925	0	15
2025.02.20	08:00:00	2946.76	2954.90	2943.87	2951.50	28737	0	15
2025.02.20	12:00:00	2951.50	2954.79	2933.70	2933.93	46375	0	15
2025.02.20	16:00:00	2933.93	2947.00	2924.08	2940.46	65957	0	15
2025.02.20	20:00:00	2940.44	2942.48	2933.49	2938.20	28502	0	15
2025.02.21	00:00:00	2938.77	2949.28	2927.25	2929.24	19296	0	15
2025.02.21	04:00:00	2929.16	2941.73	2923.53	2929.61	35698	0	15
2025.02.21	08:00:00	2929.62	2933.66	2916.78	2929.29	33110	0	15
2025.02.21	12:00:00	2929.30	2936.13	2926.88	2930.91	33624	0	15
2025.02.21	16:00:00	2930.91	2941.63	2921.54	2939.70	59024	0	15
2025.02.21	20:00:00	2939.71	2942.78	2932.02	2936.06	30592	0	15
2025.02.24	00:00:00	2934.21	2940.18	2921.89	2928.43	25386	0	15
2025.02.24	04:00:00	2928.41	2944.11	2925.57	2936.29	34322	0	15
2025.02.24	08:00:00	2936.26	2948.73	2935.24	2944.19	30105	0	15
2025.02.24	12:00:00	2944.23	2954.56	2934.90	2954.43	35168	0	15
2025.02.24	16:00:00	2954.43	2956.20	2930.69	2943.20	62830	0	15
2025.02.24	20:00:00	2943.31	2952.94	2942.73	2952.32	22070	0	15
2025.02.25	00:00:00	2952.54	2953.52	2945.21	2949.56	18139	0	15
2025.02.25	04:00:00	2949.49	2952.05	2935.16	2937.92	28397	0	15
2025.02.25	08:00:00	2937.86	2942.39	2929.32	2938.40	38180	0	15
2025.02.25	12:00:00	2938.41	2941.06	2923.31	2936.68	48453	0	15
2025.02.25	16:00:00	2936.68	2944.84	2888.19	2907.64	86971	0	15
2025.02.25	20:00:00	2907.63	2917.27	2905.34	2914.91	33149	0	15
2025.02.26	00:00:00	2915.10	2930.15	2913.37	2917.85	21372	0	15
2025.02.26	04:00:00	2917.86	2923.04	2912.64	2915.37	22750	0	15
2025.02.26	08:00:00	2915.38	2919.02	2905.80	2913.06	32535	0	15
2025.02.26	12:00:00	2913.08	2916.82	2905.52	2905.90	30190	0	15
2025.02.26	16:00:00	2905.91	2916.97	2890.79	2914.00	59801	0	15
2025.02.26	20:00:00	2913.99	2918.69	2912.03	2916.37	26268	0	15
2025.02.27	00:00:00	2916.45	2920.76	2911.06	2912.54	15614	0	15
2025.02.27	04:00:00	2912.54	2914.87	2888.39	2890.79	36166	0	15
2025.02.27	08:00:00	2890.79	2898.22	2877.33	2886.64	48893	0	15
2025.02.27	12:00:00	2886.64	2894.32	2880.04	2887.87	46961	0	15
2025.02.27	16:00:00	2887.85	2891.49	2867.85	2883.15	70988	0	15
2025.02.27	20:00:00	2883.14	2887.61	2871.26	2875.95	35797	0	15
2025.02.28	00:00:00	2876.34	2883.85	2872.63	2873.54	17705	0	15
2025.02.28	04:00:00	2873.48	2877.82	2856.91	2864.09	37882	0	15
2025.02.28	08:00:00	2864.17	2866.63	2851.05	2862.42	40334	0	15
2025.02.28	12:00:00	2862.38	2864.94	2848.21	2848.37	39223	0	15
2025.02.28	16:00:00	2848.49	2854.01	2832.67	2845.08	67676	0	15
2025.02.28	20:00:00	2845.08	2859.25	2838.03	2857.43	37258	0	15
2025.03.03	00:00:00	2859.52	2876.65	2859.52	2870.87	24437	0	15
2025.03.03	04:00:00	2870.82	2871.93	2859.29	2863.83	26981	0	15
2025.03.03	08:00:00	2863.82	2871.57	2858.86	2867.44	35168	0	15
2025.03.03	12:00:00	2867.46	2877.69	2867.24	2872.64	30742	0	15
2025.03.03	16:00:00	2872.63	2893.11	2871.34	2890.98	55056	0	15
2025.03.03	20:00:00	2890.96	2895.29	2878.36	2893.47	35601	0	15
2025.03.04	00:00:00	2891.71	2893.73	2881.97	2888.29	16191	0	15
2025.03.04	04:00:00	2888.24	2894.31	2884.77	2889.60	22743	0	15
2025.03.04	08:00:00	2889.62	2921.34	2884.29	2918.00	36000	0	15
2025.03.04	12:00:00	2917.92	2927.88	2911.99	2922.03	41457	0	15
2025.03.04	16:00:00	2922.10	2922.54	2900.28	2911.60	68672	0	15
2025.03.04	20:00:00	2911.61	2920.68	2908.25	2917.51	33041	0	15
2025.03.05	00:00:00	2917.83	2918.14	2903.31	2907.11	18721	0	15
2025.03.05	04:00:00	2907.13	2919.39	2901.94	2919.32	26403	0	15
2025.03.05	08:00:00	2919.26	2922.54	2912.85	2918.96	39530	0	15
2025.03.05	12:00:00	2918.98	2919.26	2894.30	2899.99	42498	0	15
2025.03.05	16:00:00	2899.95	2929.84	2897.67	2916.08	74954	0	15
2025.03.05	20:00:00	2916.08	2922.99	2911.19	2919.13	30219	0	15
2025.03.06	00:00:00	2918.58	2925.69	2915.69	2924.59	13998	0	15
2025.03.06	04:00:00	2924.60	2926.56	2914.54	2919.71	23018	0	15
2025.03.06	08:00:00	2919.71	2922.79	2891.22	2894.22	25677	0	15
2025.03.06	12:00:00	2894.22	2909.37	2891.97	2904.51	46797	0	15
2025.03.06	16:00:00	2904.51	2922.65	2903.37	2915.51	62570	0	15
2025.03.06	20:00:00	2915.47	2920.60	2908.31	2910.86	27650	0	15
2025.03.07	00:00:00	2911.89	2913.58	2896.50	2906.88	21982	0	15
2025.03.07	04:00:00	2906.89	2912.47	2901.30	2909.61	33099	0	15
2025.03.07	08:00:00	2909.52	2923.04	2907.74	2921.52	28547	0	15
2025.03.07	12:00:00	2921.52	2926.36	2910.03	2913.69	39578	0	15
2025.03.07	16:00:00	2913.69	2930.32	2903.66	2908.22	72813	0	15
2025.03.07	20:00:00	2908.22	2912.52	2901.97	2911.15	31626	0	15
2025.03.10	00:00:00	2911.49	2918.24	2911.25	2912.04	20337	0	15
2025.03.10	04:00:00	2912.06	2914.52	2906.93	2909.88	24354	0	15
2025.03.10	08:00:00	2909.88	2915.49	2896.65	2911.20	37750	0	15
2025.03.10	12:00:00	2911.18	2911.31	2896.20	2903.56	50598	0	15
2025.03.10	16:00:00	2903.56	2910.30	2882.70	2886.18	59911	0	15
2025.03.10	20:00:00	2886.24	2891.00	2880.24	2889.02	26371	0	15
2025.03.11	00:00:00	2888.20	2891.59	2880.07	2891.28	24236	0	15
2025.03.11	04:00:00	2891.11	2899.98	2890.58	2895.19	25365	0	15
2025.03.11	08:00:00	2895.27	2912.52	2892.89	2911.74	34919	0	15
2025.03.11	12:00:00	2911.76	2922.25	2906.77	2917.96	39082	0	15
2025.03.11	16:00:00	2917.96	2920.85	2911.81	2917.70	47954	0	15
2025.03.11	20:00:00	2917.69	2921.34	2915.14	2916.02	18980	0	15
2025.03.12	00:00:00	2915.90	2919.57	2910.08	2914.16	16147	0	15
2025.03.12	04:00:00	2914.02	2920.66	2912.07	2916.08	20645	0	15
2025.03.12	08:00:00	2916.09	2925.94	2908.29	2914.69	37585	0	15
2025.03.12	12:00:00	2914.71	2922.58	2905.42	2916.31	49960	0	15
2025.03.12	16:00:00	2916.30	2940.49	2914.97	2936.13	51871	0	15
2025.03.12	20:00:00	2936.12	2937.35	2930.78	2933.18	18298	0	15
2025.03.13	00:00:00	2933.94	2940.73	2933.53	2937.21	16639	0	15
2025.03.13	04:00:00	2937.31	2946.42	2936.92	2940.03	24744	0	15
2025.03.13	08:00:00	2940.02	2948.89	2932.66	2947.86	30422	0	15
2025.03.13	12:00:00	2947.86	2952.46	2938.95	2950.42	44574	0	15
2025.03.13	16:00:00	2950.44	2985.28	2949.90	2979.39	70669	0	15
2025.03.13	20:00:00	2979.37	2989.09	2978.94	2988.61	19670	0	15
2025.03.14	00:00:00	2988.43	2990.09	2981.64	2987.82	22953	0	15
2025.03.14	04:00:00	2987.79	2993.87	2981.82	2986.49	26121	0	15
2025.03.14	08:00:00	2986.49	2999.49	2980.79	2998.75	33817	0	15
2025.03.14	12:00:00	2998.77	3004.82	2983.18	2985.68	50355	0	15
2025.03.14	16:00:00	2985.65	2993.43	2978.41	2986.73	51747	0	15
2025.03.14	20:00:00	2986.72	2988.82	2981.75	2985.97	16223	0	15
2025.03.17	00:00:00	2984.80	2994.01	2984.00	2990.81	20531	0	15
2025.03.17	04:00:00	2990.81	2992.06	2982.21	2986.00	16994	0	15
2025.03.17	08:00:00	2986.01	2996.94	2983.17	2995.62	22549	0	15
2025.03.17	12:00:00	2995.62	3001.18	2984.76	2988.46	37927	0	15
2025.03.17	16:00:00	2988.39	3000.54	2987.05	2997.94	37846	0	15
2025.03.17	20:00:00	2997.92	3001.93	2996.76	3001.21	13605	0	15
2025.03.18	00:00:00	3001.51	3007.81	2999.11	3004.99	16321	0	15
2025.03.18	04:00:00	3005.01	3016.92	3002.07	3011.14	22623	0	15
2025.03.18	08:00:00	3011.20	3029.09	3010.42	3019.46	31714	0	15
2025.03.18	12:00:00	3019.28	3038.28	3019.01	3033.21	45036	0	15
2025.03.18	16:00:00	3032.97	3036.95	3024.68	3032.60	46725	0	15
2025.03.18	20:00:00	3032.59	3037.99	3032.38	3033.92	13362	0	15
2025.03.19	00:00:00	3033.84	3034.95	3026.69	3028.78	11969	0	15
2025.03.19	04:00:00	3028.72	3044.61	3028.39	3043.82	21432	0	15
2025.03.19	08:00:00	3043.76	3044.69	3022.07	3030.20	32900	0	15
2025.03.19	12:00:00	3030.20	3040.94	3027.70	3033.38	31780	0	15
2025.03.19	16:00:00	3033.38	3039.03	3025.84	3030.43	37007	0	15
2025.03.19	20:00:00	3029.83	3052.00	3028.82	3047.33	30008	0	15
2025.03.20	00:00:00	3048.73	3056.18	3046.81	3049.59	23961	0	15
2025.03.20	04:00:00	3049.59	3057.75	3044.27	3046.21	34080	0	15
2025.03.20	08:00:00	3046.19	3051.41	3038.06	3041.39	35964	0	15
2025.03.20	12:00:00	3041.39	3042.95	3025.00	3033.48	56448	0	15
2025.03.20	16:00:00	3033.45	3043.84	3030.81	3041.66	49161	0	15
2025.03.20	20:00:00	3041.66	3046.12	3040.80	3044.52	15289	0	15
2025.03.21	00:00:00	3044.90	3047.44	3035.75	3035.75	16231	0	15
2025.03.21	04:00:00	3035.75	3036.95	3021.59	3028.06	27886	0	15
2025.03.21	08:00:00	3028.07	3034.86	3027.02	3030.28	31851	0	15
2025.03.21	12:00:00	3030.28	3038.69	3004.19	3006.57	44937	0	15
2025.03.21	16:00:00	3006.54	3018.04	2999.93	3013.18	60229	0	15
2025.03.21	20:00:00	3013.22	3024.04	3012.74	3022.99	17228	0	15
2025.03.24	00:00:00	3023.55	3026.30	3016.35	3020.15	24247	0	15
2025.03.24	04:00:00	3020.15	3024.17	3014.41	3022.62	25623	0	15
2025.03.24	08:00:00	3022.53	3030.38	3017.71	3023.49	34550	0	15
2025.03.24	12:00:00	3023.55	3033.24	3019.08	3022.67	43054	0	15
2025.03.24	16:00:00	3022.67	3024.02	3005.77	3007.10	52132	0	15
2025.03.24	20:00:00	3007.10	3014.66	3002.46	3011.70	18215	0	15
2025.03.25	00:00:00	3011.40	3015.46	3008.87	3012.44	15734	0	15
2025.03.25	04:00:00	3012.42	3021.61	3006.86	3018.91	24383	0	15
2025.03.25	08:00:00	3018.91	3023.54	3010.51	3023.38	24948	0	15
2025.03.25	12:00:00	3023.25	3030.64	3014.11	3028.53	34235	0	15
2025.03.25	16:00:00	3028.53	3035.99	3017.90	3022.62	39651	0	15
2025.03.25	20:00:00	3022.62	3022.92	3017.84	3020.24	10539	0	15
2025.03.26	00:00:00	3019.45	3025.39	3016.32	3024.68	15038	0	15
2025.03.26	04:00:00	3024.71	3026.93	3013.08	3022.71	25391	0	15
2025.03.26	08:00:00	3022.75	3032.07	3017.49	3018.78	28205	0	15
2025.03.26	12:00:00	3018.62	3030.38	3015.87	3016.70	33831	0	15
2025.03.26	16:00:00	3016.69	3021.62	3012.25	3018.70	39125	0	15
2025.03.26	20:00:00	3018.79	3021.73	3015.72	3018.95	13007	0	15
2025.03.27	00:00:00	3020.56	3028.36	3017.53	3023.51	16687	0	15
2025.03.27	04:00:00	3023.52	3038.58	3023.16	3029.66	23724	0	15
2025.03.27	08:00:00	3029.61	3041.03	3026.60	3040.02	29477	0	15
2025.03.27	12:00:00	3039.91	3055.89	3033.48	3040.64	47871	0	15
2025.03.27	16:00:00	3040.64	3059.72	3040.64	3052.92	63430	0	15
2025.03.27	20:00:00	3052.93	3057.81	3052.70	3056.56	18606	0	15
2025.03.28	00:00:00	3055.82	3074.00	3054.04	3073.94	18462	0	15
2025.03.28	04:00:00	3073.89	3082.15	3069.65	3077.85	24419	0	15
2025.03.28	08:00:00	3077.85	3085.98	3066.09	3072.96	31756	0	15
2025.03.28	12:00:00	3073.00	3084.13	3067.32	3083.24	43111	0	15
2025.03.28	16:00:00	3083.16	3086.82	3067.31	3077.40	54808	0	15
2025.03.28	20:00:00	3077.47	3085.80	3073.46	3085.21	18205	0	15
2025.03.31	00:00:00	3087.96	3097.70	3077.53	3078.92	14137	0	15
2025.03.31	04:00:00	3078.99	3115.77	3076.58	3113.23	36010	0	15
2025.03.31	08:00:00	3113.20	3128.07	3107.46	3122.25	38612	0	15
2025.03.31	12:00:00	3122.30	3126.62	3111.86	3124.42	35642	0	15
2025.03.31	16:00:00	3124.42	3127.08	3099.87	3117.58	69653	0	15
2025.03.31	20:00:00	3117.58	3124.75	3115.90	3124.02	23943	0	15
2025.04.01	00:00:00	3124.79	3128.08	3120.00	3127.16	8953	0	15
2025.04.01	04:00:00	3127.15	3147.85	3126.41	3144.67	35463	0	15
2025.04.01	08:00:00	3144.68	3149.00	3124.00	3130.89	44164	0	15
2025.04.01	12:00:00	3130.90	3138.94	3127.76	3133.43	31502	0	15
2025.04.01	16:00:00	3133.47	3137.13	3100.65	3106.60	69987	0	15
2025.04.01	20:00:00	3106.59	3120.66	3105.69	3114.19	22602	0	15
2025.04.02	00:00:00	3114.03	3123.73	3107.63	3122.86	11875	0	15
2025.04.02	04:00:00	3122.85	3135.61	3115.35	3115.78	25690	0	15
2025.04.02	08:00:00	3115.94	3133.81	3108.74	3131.30	31200	0	15
2025.04.02	12:00:00	3131.34	3131.51	3110.11	3122.43	32136	0	15
2025.04.02	16:00:00	3122.42	3134.31	3116.65	3131.35	50768	0	15
2025.04.02	20:00:00	3131.35	3146.06	3105.01	3132.19	41210	0	15
2025.04.03	00:00:00	3131.59	3167.65	3117.81	3150.46	45793	0	15
2025.04.03	04:00:00	3150.71	3162.28	3138.87	3140.31	48125	0	15
2025.04.03	08:00:00	3140.34	3140.88	3116.44	3129.18	52382	0	15
2025.04.03	12:00:00	3129.00	3129.62	3062.50	3076.80	78046	0	15
2025.04.03	16:00:00	3076.79	3135.46	3054.63	3107.54	99692	0	18
2025.04.03	20:00:00	3107.44	3119.70	3100.04	3113.06	40919	0	18
2025.04.04	00:00:00	3113.80	3116.64	3105.91	3110.49	15894	0	18
2025.04.04	04:00:00	3110.47	3115.69	3086.92	3100.01	40831	0	18
2025.04.04	08:00:00	3099.86	3110.50	3078.85	3083.52	49110	0	18
2025.04.04	12:00:00	3083.52	3135.99	3070.55	3072.18	84679	0	18
2025.04.04	16:00:00	3072.18	3088.35	3017.95	3031.96	89494	0	18
2025.04.04	20:00:00	3031.96	3041.91	3016.62	3037.47	52803	0	18
2025.04.07	00:00:00	3028.67	3032.16	2970.31	2978.74	36935	0	18
2025.04.07	04:00:00	2978.74	3054.58	2971.90	3036.15	62431	0	18
2025.04.07	08:00:00	3036.22	3043.64	3013.25	3031.19	78622	0	18
2025.04.07	12:00:00	3031.51	3046.08	3014.72	3031.29	72635	0	18
2025.04.07	16:00:00	3031.23	3037.89	2970.02	2970.56	106823	0	18
2025.04.07	20:00:00	2970.44	2985.91	2956.26	2982.62	52034	0	18
2025.04.08	00:00:00	2981.91	2992.60	2978.46	2985.26	18465	0	18
2025.04.08	04:00:00	2985.28	3004.94	2983.49	3002.24	43265	0	18
2025.04.08	08:00:00	3002.22	3015.66	2999.22	3007.53	45952	0	18
2025.04.08	12:00:00	3007.50	3019.44	2994.74	3002.53	40984	0	18
2025.04.08	16:00:00	3002.56	3022.64	2984.31	2985.96	81193	0	15
2025.04.08	20:00:00	2985.96	2992.14	2974.76	2982.28	54571	0	18
2025.04.09	00:00:00	2983.90	2990.65	2969.85	2980.26	30625	0	18
2025.04.09	04:00:00	2980.18	3014.06	2972.19	3012.30	65418	0	18
2025.04.09	08:00:00	3012.27	3052.13	3005.32	3044.15	65209	0	18
2025.04.09	12:00:00	3044.21	3073.01	3035.75	3047.46	65302	0	18
2025.04.09	16:00:00	3047.46	3094.83	3047.12	3092.18	80111	0	18
2025.04.09	20:00:00	3092.24	3099.38	3048.44	3083.17	76327	0	18
2025.04.10	00:00:00	3080.66	3101.18	3071.31	3097.18	29549	0	18
2025.04.10	04:00:00	3097.18	3132.44	3078.37	3125.11	52672	0	18
2025.04.10	08:00:00	3125.19	3132.59	3104.55	3104.83	47794	0	18
2025.04.10	12:00:00	3104.84	3133.77	3103.36	3123.05	48974	0	18
2025.04.10	16:00:00	3122.98	3174.90	3116.08	3158.54	81016	0	18
2025.04.10	20:00:00	3158.48	3176.37	3151.50	3175.59	41846	0	18
2025.04.11	00:00:00	3177.62	3217.88	3175.95	3205.50	33464	0	18
2025.04.11	04:00:00	3205.42	3220.07	3200.98	3208.48	57658	0	18
2025.04.11	08:00:00	3208.59	3227.14	3187.12	3215.87	68385	0	18
2025.04.11	12:00:00	3215.87	3237.80	3210.07	3233.76	53783	0	18
2025.04.11	16:00:00	3233.80	3245.42	3219.44	3223.18	81479	0	18
2025.04.11	20:00:00	3223.16	3239.27	3223.16	3237.87	36357	0	18
2025.04.14	00:00:00	3218.87	3227.24	3208.42	3220.85	22384	0	18
2025.04.14	04:00:00	3220.85	3245.60	3215.18	3227.22	38713	0	18
2025.04.14	08:00:00	3227.14	3238.07	3216.47	3227.04	36155	0	18
2025.04.14	12:00:00	3227.03	3231.70	3200.60	3206.69	43644	0	18
2025.04.14	16:00:00	3206.67	3215.56	3193.47	3207.50	63572	0	18
2025.04.14	20:00:00	3207.56	3216.52	3201.31	3210.23	26740	0	18
2025.04.15	00:00:00	3211.72	3215.27	3210.30	3211.85	8634	0	18
2025.04.15	04:00:00	3211.83	3232.54	3209.87	3231.71	26288	0	18
2025.04.15	08:00:00	3231.72	3232.18	3217.22	3227.66	30305	0	18
2025.04.15	12:00:00	3227.67	3230.14	3214.28	3221.47	26997	0	18
2025.04.15	16:00:00	3221.47	3226.95	3211.60	3221.52	48693	0	18
2025.04.15	20:00:00	3221.51	3233.57	3220.39	3229.74	24745	0	18
2025.04.16	00:00:00	3230.48	3267.31	3229.81	3263.83	19819	0	18
2025.04.16	04:00:00	3263.68	3288.42	3256.02	3284.30	38847	0	18
2025.04.16	08:00:00	3284.28	3317.28	3284.24	3306.96	51982	0	18
2025.04.16	12:00:00	3307.00	3313.39	3293.75	3307.29	36859	0	18
2025.04.16	16:00:00	3307.29	3333.03	3296.72	3327.31	57888	0	18
2025.04.16	20:00:00	3327.31	3342.68	3324.32	3342.26	33743	0	18
2025.04.17	00:00:00	3343.30	3357.71	3341.90	3345.20	18710	0	18
2025.04.17	04:00:00	3345.15	3356.23	3320.69	3341.49	46511	0	18
2025.04.17	08:00:00	3341.56	3345.48	3312.57	3324.24	40632	0	18
2025.04.17	12:00:00	3324.16	3342.09	3320.57	3328.11	33775	0	18
2025.04.17	16:00:00	3328.11	3332.08	3283.88	3316.08	82065	0	18
2025.04.17	20:00:00	3316.14	3328.86	3310.95	3327.31	30621	0	18
2025.04.21	00:00:00	3331.25	3370.73	3326.83	3368.60	27987	0	18
2025.04.21	04:00:00	3368.60	3385.23	3367.11	3376.32	45050	0	18
2025.04.21	08:00:00	3376.32	3395.99	3375.35	3392.68	45839	0	18
2025.04.21	12:00:00	3392.73	3415.69	3386.46	3414.93	50400	0	18
2025.04.21	16:00:00	3414.93	3430.18	3405.07	3414.55	74916	0	18
2025.04.21	20:00:00	3414.56	3430.42	3406.09	3424.55	51846	0	18
2025.04.22	00:00:00	3423.94	3444.35	3412.02	3425.34	28944	0	18
2025.04.22	04:00:00	3425.38	3494.73	3421.48	3484.50	60883	0	18
2025.04.22	08:00:00	3484.50	3499.90	3443.06	3443.85	77552	0	18
2025.04.22	12:00:00	3443.87	3468.14	3423.74	3430.83	51934	0	18
2025.04.22	16:00:00	3430.70	3449.58	3372.00	3393.08	98271	0	18
2025.04.22	20:00:00	3393.13	3410.26	3366.67	3381.20	50246	0	18
2025.04.23	00:00:00	3318.78	3371.07	3314.90	3367.80	37840	0	18
2025.04.23	04:00:00	3367.81	3386.58	3328.16	3346.50	62255	0	18
2025.04.23	08:00:00	3346.56	3348.51	3291.33	3321.41	62023	0	18
2025.04.23	12:00:00	3321.37	3341.22	3309.91	3310.19	47083	0	18
2025.04.23	16:00:00	3310.18	3313.03	3260.04	3295.17	100588	0	18
2025.04.23	20:00:00	3295.13	3301.51	3277.71	3288.13	37068	0	18
2025.04.24	00:00:00	3290.94	3339.02	3290.57	3331.61	21959	0	18
2025.04.24	04:00:00	3331.61	3368.20	3320.52	3326.23	55759	0	18
2025.04.24	08:00:00	3326.24	3341.46	3313.78	3335.93	44625	0	18
