<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.06	14:30:00	2642.34	2647.81	2641.88	2645.41	5032	0	15
2025.01.06	15:00:00	2645.39	2648.76	2641.79	2642.28	9577	0	15
2025.01.06	15:30:00	2642.30	2642.52	2621.92	2624.15	10773	0	15
2025.01.06	16:00:00	2624.16	2629.91	2614.49	2625.72	13832	0	15
2025.01.06	16:30:00	2625.68	2634.85	2622.54	2631.55	14658	0	15
2025.01.06	17:00:00	2631.58	2639.55	2629.46	2639.01	12479	0	15
2025.01.06	17:30:00	2639.05	2639.59	2632.17	2634.36	10614	0	15
2025.01.06	18:00:00	2634.36	2638.86	2632.49	2638.51	8020	0	15
2025.01.06	18:30:00	2638.51	2641.25	2638.21	2640.71	5446	0	15
2025.01.06	19:00:00	2640.72	2641.01	2636.83	2637.43	4845	0	15
2025.01.06	19:30:00	2637.42	2637.55	2634.18	2636.66	5064	0	15
2025.01.06	20:00:00	2636.68	2638.63	2633.76	2636.31	6026	0	15
2025.01.06	20:30:00	2636.32	2637.02	2634.55	2634.63	3842	0	15
2025.01.06	21:00:00	2634.64	2634.97	2632.88	2634.47	4543	0	15
2025.01.06	21:30:00	2634.44	2635.52	2633.62	2634.35	3605	0	15
2025.01.06	22:00:00	2634.37	2635.49	2633.17	2634.18	3034	0	15
2025.01.06	22:30:00	2634.18	2634.79	2633.25	2634.48	2449	0	15
2025.01.06	23:00:00	2634.54	2636.93	2634.54	2636.69	897	0	18
2025.01.06	23:30:00	2636.72	2636.98	2635.53	2635.67	627	0	16
2025.01.07	01:00:00	2635.98	2636.17	2633.25	2634.85	501	0	15
2025.01.07	01:30:00	2634.85	2635.12	2633.48	2634.57	805	0	15
2025.01.07	02:00:00	2634.57	2635.11	2633.02	2633.11	1087	0	18
2025.01.07	02:30:00	2633.12	2635.09	2632.94	2635.05	2118	0	20
2025.01.07	03:00:00	2634.98	2639.15	2634.77	2637.58	6171	0	15
2025.01.07	03:30:00	2637.56	2641.13	2636.38	2638.97	5131	0	15
2025.01.07	04:00:00	2638.97	2640.08	2636.95	2638.13	3600	0	15
2025.01.07	04:30:00	2638.18	2639.70	2636.96	2638.58	3074	0	15
2025.01.07	05:00:00	2638.53	2639.40	2637.53	2638.69	2007	0	15
2025.01.07	05:30:00	2638.69	2640.29	2638.40	2639.56	1608	0	15
2025.01.07	06:00:00	2639.55	2639.73	2637.31	2638.10	2140	0	17
2025.01.07	06:30:00	2638.05	2639.72	2637.87	2638.28	1810	0	15
2025.01.07	07:00:00	2638.22	2644.33	2637.04	2643.25	2659	0	15
2025.01.07	07:30:00	2643.25	2645.55	2642.80	2644.35	5320	0	15
2025.01.07	08:00:00	2644.34	2646.72	2643.19	2645.33	3667	0	15
2025.01.07	08:30:00	2645.33	2646.00	2639.76	2640.22	3579	0	21
2025.01.07	09:00:00	2640.21	2642.07	2639.53	2640.73	3207	0	15
2025.01.07	09:30:00	2640.67	2641.33	2637.96	2640.52	4304	0	15
2025.01.07	10:00:00	2640.48	2644.69	2640.07	2644.00	4605	0	15
2025.01.07	10:30:00	2644.00	2644.84	2640.58	2642.64	2590	0	15
2025.01.07	11:00:00	2642.64	2644.12	2640.13	2644.01	3070	0	15
2025.01.07	11:30:00	2643.99	2643.99	2640.63	2641.41	2806	0	15
2025.01.07	12:00:00	2641.37	2643.89	2641.27	2642.70	3122	0	15
2025.01.07	12:30:00	2642.62	2644.80	2642.62	2643.88	2886	0	15
2025.01.07	13:00:00	2643.88	2647.00	2641.98	2645.44	3266	0	15
2025.01.07	13:30:00	2645.44	2648.70	2644.71	2648.48	3135	0	15
2025.01.07	14:00:00	2648.48	2651.36	2647.35	2648.19	3790	0	15
2025.01.07	14:30:00	2648.19	2652.82	2647.62	2651.68	4441	0	15
2025.01.07	15:00:00	2651.68	2661.09	2649.97	2660.61	9471	0	15
2025.01.07	15:30:00	2660.61	2663.82	2657.10	2661.90	10379	0	15
2025.01.07	16:00:00	2661.94	2662.44	2655.50	2660.23	8048	0	15
2025.01.07	16:30:00	2660.22	2663.00	2657.45	2658.54	8265	0	15
2025.01.07	17:00:00	2653.76	2655.04	2642.12	2651.30	14912	0	15
2025.01.07	17:30:00	2651.30	2652.07	2644.80	2647.71	11716	0	15
2025.01.07	18:00:00	2647.70	2653.75	2646.54	2650.61	7506	0	15
2025.01.07	18:30:00	2650.61	2655.68	2648.81	2651.80	8080	0	15
2025.01.07	19:00:00	2651.83	2655.47	2651.78	2654.85	7016	0	15
2025.01.07	19:30:00	2654.91	2656.05	2650.25	2652.49	5790	0	15
2025.01.07	20:00:00	2652.51	2652.59	2649.57	2650.81	7407	0	16
2025.01.07	20:30:00	2650.82	2650.88	2647.32	2649.12	5697	0	15
2025.01.07	21:00:00	2649.17	2649.83	2647.00	2647.62	4407	0	15
2025.01.07	21:30:00	2647.62	2650.42	2647.38	2649.31	5472	0	15
2025.01.07	22:00:00	2649.33	2649.99	2647.58	2648.33	3139	0	15
2025.01.07	22:30:00	2648.35	2651.46	2647.27	2650.25	4429	0	15
2025.01.07	23:00:00	2650.25	2650.43	2649.52	2649.90	804	0	19
2025.01.07	23:30:00	2649.91	2650.18	2647.68	2648.74	646	0	15
2025.01.08	01:00:00	2648.45	2649.77	2647.96	2648.62	764	0	15
2025.01.08	01:30:00	2648.74	2650.19	2648.63	2649.69	738	0	15
2025.01.08	02:00:00	2649.69	2651.20	2648.67	2650.89	1099	0	17
2025.01.08	02:30:00	2650.89	2651.54	2650.02	2650.54	2423	0	15
2025.01.08	03:00:00	2650.55	2650.99	2647.57	2648.19	5204	0	15
2025.01.08	03:30:00	2648.17	2649.68	2647.19	2648.82	4073	0	15
2025.01.08	04:00:00	2648.80	2648.81	2647.17	2647.36	3433	0	16
2025.01.08	04:30:00	2647.33	2650.33	2645.83	2648.80	3083	0	15
2025.01.08	05:00:00	2648.66	2648.83	2646.65	2646.88	2877	0	19
2025.01.08	05:30:00	2646.88	2647.77	2645.59	2646.70	2720	0	15
2025.01.08	06:00:00	2646.70	2648.60	2646.55	2647.54	1795	0	20
2025.01.08	06:30:00	2647.54	2647.68	2645.19	2647.00	2866	0	15
2025.01.08	07:00:00	2647.03	2649.88	2646.67	2649.10	2228	0	16
2025.01.08	07:30:00	2649.24	2650.72	2648.93	2650.04	2983	0	15
2025.01.08	08:00:00	2650.04	2652.63	2648.82	2651.64	3558	0	15
2025.01.08	08:30:00	2651.64	2652.99	2650.53	2652.14	3202	0	15
2025.01.08	09:00:00	2652.14	2654.48	2651.81	2653.53	3289	0	15
2025.01.08	09:30:00	2653.49	2654.11	2652.15	2653.20	2940	0	15
2025.01.08	10:00:00	2653.18	2653.55	2650.10	2651.06	4423	0	15
2025.01.08	10:30:00	2651.02	2654.39	2650.58	2652.64	4398	0	15
2025.01.08	11:00:00	2652.63	2655.79	2652.45	2654.26	4358	0	15
2025.01.08	11:30:00	2654.30	2655.44	2653.05	2654.20	3156	0	16
2025.01.08	12:00:00	2654.16	2655.13	2653.21	2655.12	2796	0	15
2025.01.08	12:30:00	2655.13	2655.79	2653.78	2653.78	3134	0	15
2025.01.08	13:00:00	2653.83	2653.83	2649.08	2649.23	2593	0	15
2025.01.08	13:30:00	2649.18	2651.33	2647.50	2650.88	5909	0	15
2025.01.08	14:00:00	2650.87	2651.17	2645.88	2647.62	4844	0	15
2025.01.08	14:30:00	2647.64	2652.51	2647.10	2651.99	4216	0	15
2025.01.08	15:00:00	2651.97	2659.28	2650.63	2654.56	8893	0	15
2025.01.08	15:30:00	2654.56	2660.44	2652.55	2660.27	9311	0	15
2025.01.08	16:00:00	2660.24	2664.53	2660.09	2662.57	10342	0	15
2025.01.08	16:30:00	2662.57	2667.57	2660.69	2661.39	10059	0	15
2025.01.08	17:00:00	2661.37	2666.18	2659.43	2664.36	8808	0	15
2025.01.08	17:30:00	2664.37	2667.78	2663.71	2665.92	7564	0	15
2025.01.08	18:00:00	2665.91	2667.30	2662.60	2666.40	7191	0	15
2025.01.08	18:30:00	2666.47	2670.11	2664.71	2669.52	4440	0	15
2025.01.08	19:00:00	2669.47	2669.77	2662.40	2662.63	5988	0	15
2025.01.08	19:30:00	2662.65	2662.69	2649.41	2655.61	8682	0	15
2025.01.08	20:00:00	2655.58	2658.53	2653.52	2655.51	7867	0	15
2025.01.08	20:30:00	2655.53	2657.55	2650.92	2652.51	4460	0	15
2025.01.08	21:00:00	2652.54	2660.58	2651.81	2660.04	4095	0	15
2025.01.08	21:30:00	2660.04	2660.09	2656.18	2658.21	3933	0	15
2025.01.08	22:00:00	2658.22	2660.40	2658.18	2659.75	2903	0	25
2025.01.08	22:30:00	2659.64	2664.02	2658.97	2663.20	2706	0	15
2025.01.08	23:00:00	2663.21	2664.00	2662.01	2663.50	1002	0	15
2025.01.08	23:30:00	2663.50	2663.50	2660.67	2661.46	1066	0	15
2025.01.09	01:00:00	2661.41	2662.67	2661.23	2662.13	575	0	15
2025.01.09	01:30:00	2662.13	2663.12	2661.99	2662.41	564	0	31
2025.01.09	02:00:00	2662.43	2662.67	2659.62	2660.41	1367	0	19
2025.01.09	02:30:00	2660.41	2661.79	2659.90	2660.52	1490	0	15
2025.01.09	03:00:00	2660.54	2661.99	2658.10	2658.32	3221	0	15
2025.01.09	03:30:00	2658.36	2661.72	2657.81	2658.95	3189	0	17
2025.01.09	04:00:00	2658.96	2660.54	2657.04	2657.59	2440	0	15
2025.01.09	04:30:00	2657.59	2659.49	2656.90	2659.45	2569	0	15
2025.01.09	05:00:00	2659.51	2661.71	2659.04	2660.42	3504	0	15
2025.01.09	05:30:00	2660.42	2662.69	2659.73	2659.90	1822	0	15
2025.01.09	06:00:00	2659.86	2660.20	2657.40	2657.43	1537	0	15
2025.01.09	06:30:00	2657.38	2659.78	2656.02	2659.54	2172	0	17
2025.01.09	07:00:00	2659.54	2661.42	2659.42	2659.71	2626	0	15
2025.01.09	07:30:00	2659.61	2660.48	2658.20	2658.89	2937	0	15
2025.01.09	08:00:00	2658.88	2661.46	2658.88	2661.38	1963	0	15
2025.01.09	08:30:00	2661.38	2667.45	2660.98	2667.23	4236	0	15
2025.01.09	09:00:00	2667.23	2667.23	2665.38	2665.93	2825	0	15
2025.01.09	09:30:00	2665.92	2666.84	2662.82	2663.05	3005	0	15
2025.01.09	10:00:00	2663.04	2665.98	2660.99	2665.47	5185	0	15
2025.01.09	10:30:00	2665.47	2667.44	2661.82	2665.00	4460	0	15
2025.01.09	11:00:00	2664.97	2665.96	2662.95	2664.29	3582	0	15
2025.01.09	11:30:00	2664.29	2667.09	2663.62	2665.55	3215	0	15
2025.01.09	12:00:00	2665.56	2667.28	2664.96	2666.81	2910	0	15
2025.01.09	12:30:00	2666.83	2669.18	2665.86	2668.01	3593	0	15
2025.01.09	13:00:00	2668.03	2672.97	2665.83	2671.30	4272	0	15
2025.01.09	13:30:00	2671.30	2673.74	2669.05	2670.79	4045	0	15
2025.01.09	14:00:00	2670.79	2673.45	2670.01	2672.78	3138	0	15
2025.01.09	14:30:00	2672.79	2675.73	2671.86	2674.68	4002	0	15
2025.01.09	15:00:00	2674.73	2677.50	2672.47	2675.40	7749	0	15
2025.01.09	15:30:00	2675.40	2678.88	2672.63	2673.32	6143	0	15
2025.01.09	16:00:00	2673.32	2674.24	2667.73	2670.14	6220	0	15
2025.01.09	16:30:00	2670.16	2676.32	2670.14	2672.82	6017	0	15
2025.01.09	17:00:00	2672.89	2675.96	2671.08	2672.67	5284	0	15
2025.01.09	17:30:00	2672.65	2675.70	2668.55	2668.79	5300	0	15
2025.01.09	18:00:00	2668.83	2671.68	2667.54	2669.12	3849	0	15
2025.01.09	18:30:00	2669.26	2670.72	2666.91	2668.23	4153	0	15
2025.01.09	19:00:00	2668.23	2669.30	2663.90	2665.66	4611	0	15
2025.01.09	19:30:00	2665.69	2667.38	2663.27	2666.58	3449	0	15
2025.01.09	20:00:00	2666.58	2672.49	2665.73	2670.68	4454	0	15
2025.01.09	20:30:00	2670.68	2673.09	2670.40	2671.93	3549	0	18
2025.01.09	21:00:00	2672.05	2672.35	2669.26	2670.77	2503	0	15
2025.01.09	21:30:00	2670.80	2671.76	2669.88	2670.82	2785	0	15
2025.01.09	22:00:00	2670.83	2671.49	2669.93	2671.06	2157	0	17
2025.01.09	22:30:00	2671.05	2671.29	2669.86	2670.20	1765	0	16
2025.01.09	23:00:00	2670.18	2670.39	2669.61	2670.39	349	0	15
2025.01.09	23:30:00	2670.38	2671.83	2669.69	2670.87	504	0	15
2025.01.10	01:00:00	2670.07	2671.57	2670.07	2671.24	845	0	16
2025.01.10	01:30:00	2671.24	2671.26	2669.00	2670.50	698	0	19
2025.01.10	02:00:00	2670.51	2671.37	2669.66	2670.71	1380	0	15
2025.01.10	02:30:00	2670.78	2671.75	2670.29	2671.20	2621	0	15
2025.01.10	03:00:00	2671.18	2672.56	2669.81	2672.03	4063	0	15
2025.01.10	03:30:00	2672.05	2672.32	2670.27	2671.69	3427	0	15
2025.01.10	04:00:00	2671.69	2674.93	2671.09	2674.09	3064	0	15
2025.01.10	04:30:00	2674.10	2675.40	2673.32	2674.07	2796	0	15
2025.01.10	05:00:00	2674.11	2675.10	2673.13	2675.02	2305	0	22
2025.01.10	05:30:00	2675.06	2675.39	2673.62	2674.32	1551	0	15
2025.01.10	06:00:00	2674.32	2674.67	2673.43	2673.78	1224	0	15
2025.01.10	06:30:00	2673.75	2673.76	2672.36	2672.41	1385	0	15
2025.01.10	07:00:00	2672.34	2674.99	2672.21	2674.74	2066	0	19
2025.01.10	07:30:00	2674.74	2676.49	2673.63	2675.54	3613	0	15
2025.01.10	08:00:00	2675.54	2676.59	2674.86	2676.22	3784	0	19
2025.01.10	08:30:00	2676.25	2679.04	2675.78	2678.78	3896	0	15
2025.01.10	09:00:00	2678.79	2679.40	2675.20	2679.22	4514	0	15
2025.01.10	09:30:00	2679.31	2679.33	2674.06	2676.79	2466	0	15
2025.01.10	10:00:00	2676.80	2681.01	2676.33	2679.15	4108	0	15
2025.01.10	10:30:00	2679.15	2681.01	2676.88	2680.72	5507	0	15
2025.01.10	11:00:00	2680.72	2682.90	2678.41	2680.65	3820	0	15
2025.01.10	11:30:00	2680.65	2681.60	2679.09	2679.20	4036	0	15
2025.01.10	12:00:00	2679.21	2683.32	2678.97	2681.72	5390	0	15
2025.01.10	12:30:00	2681.72	2682.06	2679.30	2681.54	4544	0	15
2025.01.10	13:00:00	2681.54	2683.25	2680.85	2682.55	4190	0	15
2025.01.10	13:30:00	2682.55	2683.66	2681.18	2682.08	3100	0	15
2025.01.10	14:00:00	2682.09	2682.12	2676.79	2677.49	4362	0	15
2025.01.10	14:30:00	2677.48	2680.60	2675.50	2678.97	4922	0	15
2025.01.10	15:00:00	2678.89	2681.49	2675.85	2677.48	7233	0	15
2025.01.10	15:30:00	2677.36	2684.40	2664.37	2683.44	16472	0	15
2025.01.10	16:00:00	2683.38	2691.31	2681.48	2689.91	15338	0	15
2025.01.10	16:30:00	2689.96	2693.90	2682.81	2688.37	15901	0	15
2025.01.10	17:00:00	2688.42	2695.61	2682.80	2694.88	13523	0	15
2025.01.10	17:30:00	2694.85	2697.78	2689.50	2692.13	12780	0	15
2025.01.10	18:00:00	2692.13	2692.71	2687.10	2687.92	11654	0	15
2025.01.10	18:30:00	2687.96	2697.20	2686.06	2696.25	9572	0	15
2025.01.10	19:00:00	2696.25	2696.92	2692.48	2694.31	7572	0	15
2025.01.10	19:30:00	2694.36	2697.75	2693.92	2695.97	4829	0	15
2025.01.10	20:00:00	2695.97	2697.11	2687.15	2688.13	7542	0	15
2025.01.10	20:30:00	2688.23	2688.43	2685.04	2687.21	4555	0	15
2025.01.10	21:00:00	2687.26	2687.57	2684.50	2686.82	4443	0	15
2025.01.10	21:30:00	2686.80	2687.78	2684.82	2685.88	3580	0	15
2025.01.10	22:00:00	2685.88	2690.03	2684.45	2689.69	3031	0	15
2025.01.10	22:30:00	2689.69	2690.79	2688.28	2690.51	4396	0	15
2025.01.10	23:00:00	2690.55	2693.28	2689.19	2690.30	1413	0	15
2025.01.10	23:30:00	2690.38	2690.67	2688.66	2689.22	1115	0	28
2025.01.13	01:00:00	2687.91	2691.25	2685.39	2688.48	1565	0	53
2025.01.13	01:30:00	2688.45	2690.95	2688.15	2690.95	1435	0	15
2025.01.13	02:00:00	2691.07	2693.16	2688.55	2689.72	2015	0	15
2025.01.13	02:30:00	2689.71	2690.92	2687.54	2689.08	1932	0	15
2025.01.13	03:00:00	2689.08	2689.29	2678.74	2680.28	9681	0	15
2025.01.13	03:30:00	2680.31	2686.47	2679.50	2685.59	8914	0	15
2025.01.13	04:00:00	2685.60	2690.50	2684.85	2688.91	4271	0	15
2025.01.13	04:30:00	2688.91	2690.14	2687.15	2688.45	4236	0	15
2025.01.13	05:00:00	2688.45	2688.63	2685.33	2687.13	3952	0	15
2025.01.13	05:30:00	2687.17	2688.18	2685.62	2688.03	2270	0	15
2025.01.13	06:00:00	2688.03	2690.81	2686.21	2686.52	3253	0	15
2025.01.13	06:30:00	2686.52	2687.16	2684.29	2685.84	3785	0	15
2025.01.13	07:00:00	2685.95	2686.75	2684.47	2685.29	3263	0	15
2025.01.13	07:30:00	2685.34	2686.99	2683.28	2686.93	6353	0	17
2025.01.13	08:00:00	2687.02	2690.92	2686.92	2690.29	3299	0	15
2025.01.13	08:30:00	2690.31	2691.30	2688.57	2689.85	4162	0	15
2025.01.13	09:00:00	2689.83	2690.40	2687.11	2688.13	5994	0	15
2025.01.13	09:30:00	2688.13	2688.60	2684.38	2685.12	4417	0	15
2025.01.13	10:00:00	2685.10	2689.34	2683.95	2686.63	7377	0	15
2025.01.13	10:30:00	2686.47	2689.68	2686.03	2687.16	5473	0	15
2025.01.13	11:00:00	2687.16	2688.35	2683.14	2685.00	6731	0	15
2025.01.13	11:30:00	2685.00	2688.04	2684.30	2684.80	6232	0	15
2025.01.13	12:00:00	2684.79	2685.01	2677.28	2678.57	6447	0	15
2025.01.13	12:30:00	2678.58	2682.68	2678.19	2679.42	4061	0	15
2025.01.13	13:00:00	2679.45	2680.70	2677.46	2678.34	3851	0	15
