<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.02	18:15:00	2653.64	2657.96	2653.37	2656.72	5445	0	15
2025.01.02	18:30:00	2656.72	2658.40	2654.83	2657.58	3694	0	15
2025.01.02	18:45:00	2657.57	2660.33	2657.45	2659.23	2581	0	15
2025.01.02	19:00:00	2659.23	2660.42	2657.97	2659.00	2400	0	15
2025.01.02	19:15:00	2659.03	2659.87	2655.91	2656.28	2216	0	17
2025.01.02	19:30:00	2656.36	2656.42	2653.05	2653.66	3018	0	15
2025.01.02	19:45:00	2653.72	2656.71	2652.51	2656.51	2312	0	15
2025.01.02	20:00:00	2656.52	2658.87	2655.92	2656.80	1938	0	15
2025.01.02	20:15:00	2656.77	2658.18	2654.96	2654.96	2598	0	15
2025.01.02	20:30:00	2654.98	2656.13	2653.81	2655.82	1752	0	16
2025.01.02	20:45:00	2655.83	2656.07	2654.67	2655.46	2014	0	15
2025.01.02	21:00:00	2655.46	2655.96	2654.20	2654.44	1983	0	15
2025.01.02	21:15:00	2654.41	2656.11	2653.72	2655.52	2223	0	15
2025.01.02	21:30:00	2655.50	2657.10	2654.40	2655.00	1812	0	15
2025.01.02	21:45:00	2655.00	2655.59	2654.36	2654.70	2201	0	15
2025.01.02	22:00:00	2654.70	2657.23	2654.14	2656.94	2717	0	15
2025.01.02	22:15:00	2656.97	2660.43	2656.33	2659.92	1829	0	16
2025.01.02	22:30:00	2659.79	2660.41	2658.69	2659.00	1652	0	15
2025.01.02	22:45:00	2659.00	2660.00	2659.00	2659.59	2329	0	15
2025.01.02	23:00:00	2659.61	2660.13	2658.94	2658.94	405	0	15
2025.01.02	23:15:00	2658.91	2659.22	2657.79	2658.13	545	0	15
2025.01.02	23:30:00	2658.08	2658.35	2656.50	2657.89	422	0	15
2025.01.02	23:45:00	2657.85	2658.39	2656.94	2657.39	337	0	27
2025.01.03	01:00:00	2657.39	2658.27	2657.39	2658.07	278	0	22
2025.01.03	01:15:00	2657.95	2658.95	2657.95	2658.74	246	0	22
2025.01.03	01:30:00	2658.77	2659.41	2658.39	2659.04	251	0	35
2025.01.03	01:45:00	2659.10	2659.26	2657.79	2658.30	734	0	22
2025.01.03	02:00:00	2658.29	2661.08	2658.28	2660.63	676	0	21
2025.01.03	02:15:00	2660.63	2661.23	2659.41	2659.57	710	0	15
2025.01.03	02:30:00	2659.61	2660.39	2658.50	2658.91	590	0	15
2025.01.03	02:45:00	2658.88	2660.86	2658.69	2660.51	762	0	26
2025.01.03	03:00:00	2660.56	2662.48	2659.26	2660.81	1816	0	16
2025.01.03	03:15:00	2660.81	2661.33	2658.04	2658.73	1277	0	17
2025.01.03	03:30:00	2658.74	2659.09	2656.63	2656.94	1223	0	26
2025.01.03	03:45:00	2656.90	2660.12	2656.88	2659.36	1274	0	30
2025.01.03	04:00:00	2659.31	2660.20	2656.25	2659.29	1681	0	15
2025.01.03	04:15:00	2659.29	2663.98	2658.58	2659.27	1549	0	22
2025.01.03	04:30:00	2659.27	2662.00	2658.89	2661.39	1388	0	15
2025.01.03	04:45:00	2661.39	2663.02	2659.85	2662.41	1518	0	16
2025.01.03	05:00:00	2662.42	2664.59	2661.20	2663.10	1665	0	17
2025.01.03	05:15:00	2663.20	2665.22	2662.93	2663.53	1567	0	19
2025.01.03	05:30:00	2663.53	2663.65	2662.04	2662.45	844	0	25
2025.01.03	05:45:00	2662.44	2663.49	2662.16	2662.28	825	0	24
2025.01.03	06:00:00	2662.28	2662.98	2661.75	2662.80	884	0	15
2025.01.03	06:15:00	2662.79	2664.43	2662.64	2664.05	493	0	15
2025.01.03	06:30:00	2664.07	2664.25	2661.96	2662.21	559	0	15
2025.01.03	06:45:00	2662.24	2663.13	2661.80	2662.86	669	0	18
2025.01.03	07:00:00	2662.87	2662.94	2661.12	2661.39	1467	0	20
2025.01.03	07:15:00	2661.38	2661.39	2659.92	2660.47	929	0	15
2025.01.03	07:30:00	2660.42	2660.42	2658.62	2658.91	1346	0	15
2025.01.03	07:45:00	2658.91	2659.07	2655.62	2658.48	1748	0	15
2025.01.03	08:00:00	2658.50	2660.03	2657.76	2658.56	1079	0	15
2025.01.03	08:15:00	2658.66	2659.64	2657.29	2657.38	895	0	15
2025.01.03	08:30:00	2657.32	2659.37	2656.71	2659.18	1104	0	15
2025.01.03	08:45:00	2659.22	2660.32	2658.77	2659.73	1265	0	15
2025.01.03	09:00:00	2659.70	2659.70	2655.55	2656.13	1260	0	15
2025.01.03	09:15:00	2656.11	2656.31	2651.80	2652.73	2730	0	15
2025.01.03	09:30:00	2652.72	2654.98	2652.52	2654.76	1528	0	15
2025.01.03	09:45:00	2654.77	2656.09	2652.90	2654.34	1789	0	15
2025.01.03	10:00:00	2654.26	2655.82	2651.93	2653.80	3195	0	15
2025.01.03	10:15:00	2653.88	2654.71	2652.08	2652.56	1721	0	15
2025.01.03	10:30:00	2652.56	2653.70	2651.29	2652.86	1884	0	15
2025.01.03	10:45:00	2652.86	2653.50	2649.85	2652.93	1872	0	15
2025.01.03	11:00:00	2652.93	2655.62	2652.78	2654.45	2239	0	15
2025.01.03	11:15:00	2654.45	2655.92	2653.13	2653.92	1805	0	15
2025.01.03	11:30:00	2654.08	2655.89	2653.88	2654.08	1644	0	18
2025.01.03	11:45:00	2654.08	2654.81	2652.91	2653.60	1314	0	17
2025.01.03	12:00:00	2653.58	2656.88	2653.40	2656.72	1029	0	15
2025.01.03	12:15:00	2656.72	2657.34	2655.54	2656.19	1438	0	15
2025.01.03	12:30:00	2656.17	2656.55	2652.92	2655.25	1475	0	15
2025.01.03	12:45:00	2655.26	2657.99	2654.65	2657.72	1358	0	17
2025.01.03	13:00:00	2657.57	2658.79	2657.26	2657.90	1481	0	20
2025.01.03	13:15:00	2657.88	2659.28	2656.32	2656.84	1615	0	15
2025.01.03	13:30:00	2656.84	2658.38	2656.34	2658.24	1069	0	15
2025.01.03	13:45:00	2658.25	2658.67	2656.59	2657.59	1820	0	15
2025.01.03	14:00:00	2657.58	2658.25	2657.13	2657.88	1023	0	15
2025.01.03	14:15:00	2657.84	2657.91	2655.27	2655.69	1180	0	15
2025.01.03	14:30:00	2655.71	2657.14	2654.85	2656.65	1538	0	15
2025.01.03	14:45:00	2656.65	2657.43	2655.23	2655.30	1141	0	18
2025.01.03	15:00:00	2655.28	2656.24	2653.50	2655.39	2471	0	15
2025.01.03	15:15:00	2655.39	2656.32	2647.94	2649.47	3514	0	15
2025.01.03	15:30:00	2649.53	2651.15	2643.46	2645.57	3250	0	15
2025.01.03	15:45:00	2645.60	2651.42	2645.55	2649.94	3423	0	15
2025.01.03	16:00:00	2649.94	2650.29	2646.91	2647.22	4373	0	15
2025.01.03	16:15:00	2647.24	2649.50	2645.14	2649.16	3920	0	15
2025.01.03	16:30:00	2649.28	2652.68	2648.38	2650.76	4365	0	15
2025.01.03	16:45:00	2650.76	2650.76	2646.09	2647.66	3546	0	15
2025.01.03	17:00:00	2647.38	2648.28	2643.40	2645.85	6280	0	15
2025.01.03	17:15:00	2645.76	2646.24	2640.97	2642.39	4348	0	15
2025.01.03	17:30:00	2642.38	2646.15	2642.00	2645.08	4858	0	15
2025.01.03	17:45:00	2645.08	2645.88	2643.38	2643.87	2851	0	15
2025.01.03	18:00:00	2643.88	2647.25	2643.33	2643.53	3978	0	15
2025.01.03	18:15:00	2643.53	2643.58	2640.64	2641.28	3618	0	15
2025.01.03	18:30:00	2641.30	2643.50	2641.01	2642.22	2392	0	15
2025.01.03	18:45:00	2642.24	2642.24	2639.02	2639.94	1820	0	15
2025.01.03	19:00:00	2639.94	2642.60	2639.44	2641.48	1967	0	16
2025.01.03	19:15:00	2641.37	2642.28	2640.56	2641.77	2211	0	15
2025.01.03	19:30:00	2641.92	2642.12	2639.13	2640.88	2289	0	20
2025.01.03	19:45:00	2640.91	2642.24	2640.83	2641.77	1855	0	15
2025.01.03	20:00:00	2641.80	2642.22	2640.06	2640.34	1928	0	15
2025.01.03	20:15:00	2640.34	2641.25	2639.70	2641.20	2430	0	18
2025.01.03	20:30:00	2641.23	2642.29	2641.02	2641.44	1333	0	15
2025.01.03	20:45:00	2641.46	2642.04	2640.93	2641.83	1177	0	17
2025.01.03	21:00:00	2641.83	2642.94	2641.10	2641.93	943	0	16
2025.01.03	21:15:00	2641.95	2642.13	2640.58	2641.24	1055	0	16
2025.01.03	21:30:00	2641.27	2642.14	2640.80	2640.97	799	0	20
2025.01.03	21:45:00	2640.97	2641.29	2639.06	2639.47	1455	0	20
2025.01.03	22:00:00	2639.48	2640.09	2638.51	2639.22	1465	0	15
2025.01.03	22:15:00	2639.22	2639.72	2638.51	2639.29	1268	0	15
2025.01.03	22:30:00	2639.31	2639.69	2637.18	2638.19	1173	0	18
2025.01.03	22:45:00	2638.38	2638.46	2636.94	2638.17	1643	0	17
2025.01.03	23:00:00	2638.19	2638.61	2637.27	2637.44	404	0	15
2025.01.03	23:15:00	2637.43	2637.80	2637.04	2637.58	366	0	17
2025.01.03	23:30:00	2637.58	2639.79	2636.47	2639.72	550	0	28
2025.01.03	23:45:00	2639.71	2640.67	2638.69	2639.01	456	0	33
2025.01.06	01:00:00	2641.15	2641.16	2638.85	2640.98	606	0	40
2025.01.06	01:15:00	2640.94	2642.31	2640.76	2641.63	535	0	29
2025.01.06	01:30:00	2641.63	2642.22	2640.32	2641.99	517	0	30
2025.01.06	01:45:00	2641.99	2642.16	2640.49	2640.92	810	0	18
2025.01.06	02:00:00	2640.99	2641.71	2638.96	2639.19	1236	0	18
2025.01.06	02:15:00	2639.15	2640.12	2638.58	2639.32	1071	0	20
2025.01.06	02:30:00	2639.32	2639.90	2638.86	2639.17	717	0	22
2025.01.06	02:45:00	2639.12	2643.27	2638.89	2643.13	1947	0	19
2025.01.06	03:00:00	2643.18	2644.81	2640.70	2644.59	2985	0	15
2025.01.06	03:15:00	2644.57	2647.38	2644.55	2645.56	3041	0	15
2025.01.06	03:30:00	2645.45	2645.57	2642.74	2643.40	2032	0	19
2025.01.06	03:45:00	2643.44	2644.06	2641.21	2641.26	2422	0	15
2025.01.06	04:00:00	2641.27	2644.26	2639.72	2643.64	2787	0	15
2025.01.06	04:15:00	2643.64	2644.41	2641.98	2643.40	1670	0	20
2025.01.06	04:30:00	2643.39	2645.25	2642.92	2644.06	1999	0	16
2025.01.06	04:45:00	2644.08	2644.93	2643.43	2644.43	1514	0	20
2025.01.06	05:00:00	2644.41	2645.33	2643.38	2643.75	1628	0	15
2025.01.06	05:15:00	2643.75	2643.75	2640.76	2642.09	2382	0	15
2025.01.06	05:30:00	2642.09	2642.16	2639.91	2640.61	1241	0	19
2025.01.06	05:45:00	2640.61	2641.12	2639.12	2640.08	1109	0	25
2025.01.06	06:00:00	2640.07	2640.80	2637.08	2638.21	1067	0	15
2025.01.06	06:15:00	2638.19	2638.78	2635.01	2637.93	2460	0	15
2025.01.06	06:30:00	2637.93	2638.58	2636.01	2636.88	914	0	15
2025.01.06	06:45:00	2636.93	2637.25	2634.42	2635.42	1453	0	15
2025.01.06	07:00:00	2635.39	2636.21	2634.36	2634.84	1172	0	17
2025.01.06	07:15:00	2634.85	2635.77	2634.18	2634.29	1802	0	15
2025.01.06	07:30:00	2634.30	2634.98	2632.27	2633.03	3677	0	15
2025.01.06	07:45:00	2633.03	2634.18	2631.45	2633.82	1676	0	15
2025.01.06	08:00:00	2633.82	2635.28	2633.28	2634.35	1641	0	15
2025.01.06	08:15:00	2634.33	2635.10	2630.74	2631.39	1554	0	15
2025.01.06	08:30:00	2631.44	2632.09	2630.20	2631.73	1897	0	15
2025.01.06	08:45:00	2631.73	2632.48	2631.01	2631.44	1847	0	15
2025.01.06	09:00:00	2631.42	2633.65	2631.16	2632.09	1924	0	17
2025.01.06	09:15:00	2632.11	2632.13	2630.17	2631.01	1535	0	15
2025.01.06	09:30:00	2631.01	2631.21	2625.09	2625.73	1979	0	15
2025.01.06	09:45:00	2625.73	2627.73	2625.44	2626.84	1463	0	15
2025.01.06	10:00:00	2626.84	2628.17	2625.76	2628.08	1881	0	15
2025.01.06	10:15:00	2628.07	2629.97	2627.23	2629.73	1995	0	15
2025.01.06	10:30:00	2629.76	2630.63	2627.30	2627.93	1556	0	15
2025.01.06	10:45:00	2627.93	2632.54	2627.42	2631.48	2006	0	15
2025.01.06	11:00:00	2631.39	2635.09	2631.16	2634.89	3520	0	15
2025.01.06	11:15:00	2634.89	2635.76	2633.20	2633.27	1742	0	15
2025.01.06	11:30:00	2633.23	2634.40	2632.61	2633.73	1135	0	15
2025.01.06	11:45:00	2633.70	2633.70	2631.58	2632.67	1002	0	15
2025.01.06	12:00:00	2632.67	2633.32	2631.20	2631.37	1046	0	15
2025.01.06	12:15:00	2631.35	2633.47	2631.21	2632.66	1667	0	15
2025.01.06	12:30:00	2632.68	2633.08	2630.93	2632.93	1360	0	15
2025.01.06	12:45:00	2632.95	2635.01	2632.22	2633.79	1681	0	16
2025.01.06	13:00:00	2633.80	2637.18	2632.55	2636.32	2938	0	15
2025.01.06	13:15:00	2636.30	2645.37	2636.08	2644.76	5796	0	15
2025.01.06	13:30:00	2644.82	2649.52	2643.20	2648.88	6373	0	15
2025.01.06	13:45:00	2648.88	2649.43	2644.86	2645.50	3598	0	15
2025.01.06	14:00:00	2645.49	2647.02	2642.62	2643.90	3258	0	15
2025.01.06	14:15:00	2643.90	2645.38	2642.26	2642.34	2814	0	15
2025.01.06	14:30:00	2642.34	2646.64	2641.88	2644.62	2727	0	15
2025.01.06	14:45:00	2644.65	2647.81	2642.63	2645.41	2305	0	15
2025.01.06	15:00:00	2645.39	2648.76	2643.36	2645.88	4789	0	15
2025.01.06	15:15:00	2645.88	2646.33	2641.79	2642.28	4788	0	15
2025.01.06	15:30:00	2642.30	2642.52	2624.23	2624.76	5549	0	15
2025.01.06	15:45:00	2624.76	2627.33	2621.92	2624.15	5224	0	15
2025.01.06	16:00:00	2624.16	2629.91	2622.55	2626.92	5511	0	15
2025.01.06	16:15:00	2626.94	2628.65	2614.49	2625.72	8321	0	15
2025.01.06	16:30:00	2625.68	2628.55	2622.54	2624.13	7283	0	15
2025.01.06	16:45:00	2624.45	2634.85	2624.35	2631.55	7375	0	15
2025.01.06	17:00:00	2631.58	2635.57	2630.15	2631.57	6729	0	15
2025.01.06	17:15:00	2631.57	2639.55	2629.46	2639.01	5750	0	15
2025.01.06	17:30:00	2639.05	2639.59	2633.15	2635.08	5700	0	15
2025.01.06	17:45:00	2635.20	2636.73	2632.17	2634.36	4914	0	15
2025.01.06	18:00:00	2634.36	2637.41	2632.49	2636.87	4445	0	15
2025.01.06	18:15:00	2636.87	2638.86	2635.33	2638.51	3575	0	15
2025.01.06	18:30:00	2638.51	2640.93	2638.21	2640.29	3009	0	15
2025.01.06	18:45:00	2640.29	2641.25	2638.63	2640.71	2437	0	15
2025.01.06	19:00:00	2640.72	2641.01	2638.82	2639.53	2730	0	15
2025.01.06	19:15:00	2639.51	2640.17	2636.83	2637.43	2115	0	15
2025.01.06	19:30:00	2637.42	2637.55	2635.79	2636.08	2241	0	15
2025.01.06	19:45:00	2636.07	2636.97	2634.18	2636.66	2823	0	15
2025.01.06	20:00:00	2636.68	2637.50	2633.76	2635.41	3295	0	15
2025.01.06	20:15:00	2635.40	2638.63	2635.07	2636.31	2731	0	15
2025.01.06	20:30:00	2636.32	2637.02	2634.75	2636.14	2193	0	15
2025.01.06	20:45:00	2636.15	2636.59	2634.55	2634.63	1649	0	15
2025.01.06	21:00:00	2634.64	2634.83	2632.88	2633.98	3034	0	15
2025.01.06	21:15:00	2633.97	2634.97	2633.46	2634.47	1509	0	15
2025.01.06	21:30:00	2634.44	2635.22	2633.62	2635.09	1851	0	15
2025.01.06	21:45:00	2635.09	2635.52	2633.83	2634.35	1754	0	15
2025.01.06	22:00:00	2634.37	2634.94	2633.17	2634.19	1990	0	15
2025.01.06	22:15:00	2634.19	2635.49	2633.64	2634.18	1044	0	15
2025.01.06	22:30:00	2634.18	2634.52	2633.25	2634.48	1115	0	15
2025.01.06	22:45:00	2634.50	2634.79	2633.79	2634.48	1334	0	15
2025.01.06	23:00:00	2634.54	2636.37	2634.54	2636.30	489	0	18
2025.01.06	23:15:00	2636.21	2636.93	2636.05	2636.69	408	0	21
2025.01.06	23:30:00	2636.72	2636.98	2635.85	2635.96	341	0	16
2025.01.06	23:45:00	2635.99	2636.21	2635.53	2635.67	286	0	25
2025.01.07	01:00:00	2635.98	2636.17	2633.25	2635.57	258	0	15
2025.01.07	01:15:00	2635.57	2635.57	2634.79	2634.85	243	0	21
2025.01.07	01:30:00	2634.85	2634.88	2633.98	2634.11	313	0	25
2025.01.07	01:45:00	2634.19	2635.12	2633.48	2634.57	492	0	15
2025.01.07	02:00:00	2634.57	2635.11	2633.96	2634.38	438	0	24
2025.01.07	02:15:00	2634.35	2634.55	2633.02	2633.11	649	0	18
2025.01.07	02:30:00	2633.12	2633.97	2632.94	2633.24	824	0	20
2025.01.07	02:45:00	2633.24	2635.09	2633.05	2635.05	1294	0	22
2025.01.07	03:00:00	2634.98	2638.06	2634.77	2637.33	3511	0	15
2025.01.07	03:15:00	2637.34	2639.15	2635.84	2637.58	2660	0	15
2025.01.07	03:30:00	2637.56	2639.39	2636.38	2638.73	3127	0	15
2025.01.07	03:45:00	2638.73	2641.13	2638.27	2638.97	2004	0	15
2025.01.07	04:00:00	2638.97	2640.08	2637.74	2638.06	2140	0	15
2025.01.07	04:15:00	2638.02	2638.79	2636.95	2638.13	1460	0	15
2025.01.07	04:30:00	2638.18	2638.43	2636.96	2637.73	1368	0	19
2025.01.07	04:45:00	2637.73	2639.70	2637.31	2638.58	1706	0	15
2025.01.07	05:00:00	2638.53	2638.77	2637.53	2638.67	1230	0	15
2025.01.07	05:15:00	2638.66	2639.40	2638.42	2638.69	777	0	21
2025.01.07	05:30:00	2638.69	2640.29	2638.63	2639.15	922	0	15
2025.01.07	05:45:00	2639.18	2639.58	2638.40	2639.56	686	0	17
2025.01.07	06:00:00	2639.55	2639.73	2638.41	2638.84	853	0	23
2025.01.07	06:15:00	2638.82	2639.53	2637.31	2638.10	1287	0	17
2025.01.07	06:30:00	2638.05	2638.71	2637.87	2637.99	679	0	15
2025.01.07	06:45:00	2637.99	2639.72	2637.97	2638.28	1131	0	15
2025.01.07	07:00:00	2638.22	2639.49	2637.04	2639.27	1119	0	15
2025.01.07	07:15:00	2639.24	2644.33	2639.18	2643.25	1540	0	17
2025.01.07	07:30:00	2643.25	2645.55	2642.80	2644.33	3085	0	15
2025.01.07	07:45:00	2644.37	2645.23	2643.85	2644.35	2235	0	21
2025.01.07	08:00:00	2644.34	2646.72	2644.06	2645.30	1648	0	15
2025.01.07	08:15:00	2645.30	2645.78	2643.19	2645.33	2019	0	16
2025.01.07	08:30:00	2645.33	2646.00	2642.62	2643.48	1892	0	21
2025.01.07	08:45:00	2643.50	2643.66	2639.76	2640.22	1687	0	28
2025.01.07	09:00:00	2640.21	2642.07	2639.94	2640.04	1825	0	15
2025.01.07	09:15:00	2640.03	2641.12	2639.53	2640.73	1382	0	17
2025.01.07	09:30:00	2640.67	2641.33	2638.64	2639.02	1632	0	15
2025.01.07	09:45:00	2639.05	2640.63	2637.96	2640.52	2672	0	15
2025.01.07	10:00:00	2640.48	2643.81	2640.07	2642.82	2657	0	15
2025.01.07	10:15:00	2642.81	2644.69	2642.64	2644.00	1948	0	15
2025.01.07	10:30:00	2644.00	2644.84	2643.16	2643.24	1236	0	15
2025.01.07	10:45:00	2643.24	2643.75	2640.58	2642.64	1354	0	15
2025.01.07	11:00:00	2642.64	2643.06	2640.13	2640.37	1763	0	15
2025.01.07	11:15:00	2640.39	2644.12	2640.20	2644.01	1307	0	15
2025.01.07	11:30:00	2643.99	2643.99	2641.11	2641.43	1317	0	15
2025.01.07	11:45:00	2641.43	2642.53	2640.63	2641.41	1489	0	15
2025.01.07	12:00:00	2641.37	2643.89	2641.27	2642.99	1920	0	18
2025.01.07	12:15:00	2642.99	2643.66	2642.30	2642.70	1202	0	15
2025.01.07	12:30:00	2642.62	2644.80	2642.62	2643.86	1934	0	15
2025.01.07	12:45:00	2643.84	2644.13	2642.83	2643.88	952	0	15
2025.01.07	13:00:00	2643.88	2647.00	2643.83	2644.86	1518	0	15
2025.01.07	13:15:00	2644.87	2645.44	2641.98	2645.44	1748	0	15
2025.01.07	13:30:00	2645.44	2646.77	2644.71	2646.64	1411	0	15
2025.01.07	13:45:00	2646.64	2648.70	2646.44	2648.48	1724	0	15
2025.01.07	14:00:00	2648.48	2651.36	2647.57	2648.19	2595	0	15
2025.01.07	14:15:00	2648.19	2649.20	2647.35	2648.19	1195	0	15
2025.01.07	14:30:00	2648.19	2651.86	2647.62	2649.72	1936	0	15
2025.01.07	14:45:00	2649.72	2652.82	2649.00	2651.68	2505	0	15
2025.01.07	15:00:00	2651.68	2654.96	2649.97	2654.88	4139	0	15
2025.01.07	15:15:00	2654.88	2661.09	2654.22	2660.61	5332	0	15
2025.01.07	15:30:00	2660.61	2662.00	2657.10	2661.16	5011	0	15
2025.01.07	15:45:00	2661.17	2663.82	2659.70	2661.90	5368	0	15
2025.01.07	16:00:00	2661.94	2662.44	2658.17	2658.26	4784	0	15
2025.01.07	16:15:00	2658.21	2660.86	2655.50	2660.23	3264	0	15
2025.01.07	16:30:00	2660.22	2663.00	2660.07	2661.44	3865	0	15
2025.01.07	16:45:00	2661.41	2661.71	2657.45	2658.54	4400	0	15
2025.01.07	17:00:00	2653.76	2655.04	2642.12	2648.48	8004	0	15
2025.01.07	17:15:00	2648.48	2653.58	2647.79	2651.30	6908	0	15
2025.01.07	17:30:00	2651.30	2652.07	2644.80	2647.39	7119	0	15
2025.01.07	17:45:00	2647.39	2650.96	2645.97	2647.71	4597	0	15
2025.01.07	18:00:00	2647.70	2650.10	2646.54	2648.57	3695	0	15
2025.01.07	18:15:00	2648.62	2653.75	2648.33	2650.61	3811	0	15
2025.01.07	18:30:00	2650.61	2654.79	2648.81	2654.26	5005	0	15
2025.01.07	18:45:00	2654.26	2655.68	2651.20	2651.80	3075	0	15
