<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.07	08:00:00	2644.34	2646.72	2639.76	2640.22	7246	0	15
2025.01.07	09:00:00	2640.21	2642.07	2637.96	2640.52	7511	0	15
2025.01.07	10:00:00	2640.48	2644.84	2640.07	2642.64	7195	0	15
2025.01.07	11:00:00	2642.64	2644.12	2640.13	2641.41	5876	0	15
2025.01.07	12:00:00	2641.37	2644.80	2641.27	2643.88	6008	0	15
2025.01.07	13:00:00	2643.88	2648.70	2641.98	2648.48	6401	0	15
2025.01.07	14:00:00	2648.48	2652.82	2647.35	2651.68	8231	0	15
2025.01.07	15:00:00	2651.68	2663.82	2649.97	2661.90	19850	0	15
2025.01.07	16:00:00	2661.94	2663.00	2655.50	2658.54	16313	0	15
2025.01.07	17:00:00	2653.76	2655.04	2642.12	2647.71	26628	0	15
2025.01.07	18:00:00	2647.70	2655.68	2646.54	2651.80	15586	0	15
2025.01.07	19:00:00	2651.83	2656.05	2650.25	2652.49	12806	0	15
2025.01.07	20:00:00	2652.51	2652.59	2647.32	2649.12	13104	0	15
2025.01.07	21:00:00	2649.17	2650.42	2647.00	2649.31	9879	0	15
2025.01.07	22:00:00	2649.33	2651.46	2647.27	2650.25	7568	0	15
2025.01.07	23:00:00	2650.25	2650.43	2647.68	2648.74	1450	0	15
2025.01.08	01:00:00	2648.45	2650.19	2647.96	2649.69	1502	0	15
2025.01.08	02:00:00	2649.69	2651.54	2648.67	2650.54	3522	0	15
2025.01.08	03:00:00	2650.55	2650.99	2647.19	2648.82	9277	0	15
2025.01.08	04:00:00	2648.80	2650.33	2645.83	2648.80	6516	0	15
2025.01.08	05:00:00	2648.66	2648.83	2645.59	2646.70	5597	0	15
2025.01.08	06:00:00	2646.70	2648.60	2645.19	2647.00	4661	0	15
2025.01.08	07:00:00	2647.03	2650.72	2646.67	2650.04	5211	0	15
2025.01.08	08:00:00	2650.04	2652.99	2648.82	2652.14	6760	0	15
2025.01.08	09:00:00	2652.14	2654.48	2651.81	2653.20	6229	0	15
2025.01.08	10:00:00	2653.18	2654.39	2650.10	2652.64	8821	0	15
2025.01.08	11:00:00	2652.63	2655.79	2652.45	2654.20	7514	0	15
2025.01.08	12:00:00	2654.16	2655.79	2653.21	2653.78	5930	0	15
2025.01.08	13:00:00	2653.83	2653.83	2647.50	2650.88	8502	0	15
2025.01.08	14:00:00	2650.87	2652.51	2645.88	2651.99	9060	0	15
2025.01.08	15:00:00	2651.97	2660.44	2650.63	2660.27	18204	0	15
2025.01.08	16:00:00	2660.24	2667.57	2660.09	2661.39	20401	0	15
2025.01.08	17:00:00	2661.37	2667.78	2659.43	2665.92	16372	0	15
2025.01.08	18:00:00	2665.91	2670.11	2662.60	2669.52	11631	0	15
2025.01.08	19:00:00	2669.47	2669.77	2649.41	2655.61	14670	0	15
2025.01.08	20:00:00	2655.58	2658.53	2650.92	2652.51	12327	0	15
2025.01.08	21:00:00	2652.54	2660.58	2651.81	2658.21	8028	0	15
2025.01.08	22:00:00	2658.22	2664.02	2658.18	2663.20	5609	0	15
2025.01.08	23:00:00	2663.21	2664.00	2660.67	2661.46	2068	0	15
2025.01.09	01:00:00	2661.41	2663.12	2661.23	2662.41	1139	0	15
2025.01.09	02:00:00	2662.43	2662.67	2659.62	2660.52	2857	0	15
2025.01.09	03:00:00	2660.54	2661.99	2657.81	2658.95	6410	0	15
2025.01.09	04:00:00	2658.96	2660.54	2656.90	2659.45	5009	0	15
2025.01.09	05:00:00	2659.51	2662.69	2659.04	2659.90	5326	0	15
2025.01.09	06:00:00	2659.86	2660.20	2656.02	2659.54	3709	0	15
2025.01.09	07:00:00	2659.54	2661.42	2658.20	2658.89	5563	0	15
2025.01.09	08:00:00	2658.88	2667.45	2658.88	2667.23	6199	0	15
2025.01.09	09:00:00	2667.23	2667.23	2662.82	2663.05	5830	0	15
2025.01.09	10:00:00	2663.04	2667.44	2660.99	2665.00	9645	0	15
2025.01.09	11:00:00	2664.97	2667.09	2662.95	2665.55	6797	0	15
2025.01.09	12:00:00	2665.56	2669.18	2664.96	2668.01	6503	0	15
2025.01.09	13:00:00	2668.03	2673.74	2665.83	2670.79	8317	0	15
2025.01.09	14:00:00	2670.79	2675.73	2670.01	2674.68	7140	0	15
2025.01.09	15:00:00	2674.73	2678.88	2672.47	2673.32	13892	0	15
2025.01.09	16:00:00	2673.32	2676.32	2667.73	2672.82	12237	0	15
2025.01.09	17:00:00	2672.89	2675.96	2668.55	2668.79	10584	0	15
2025.01.09	18:00:00	2668.83	2671.68	2666.91	2668.23	8002	0	15
2025.01.09	19:00:00	2668.23	2669.30	2663.27	2666.58	8060	0	15
2025.01.09	20:00:00	2666.58	2673.09	2665.73	2671.93	8003	0	15
2025.01.09	21:00:00	2672.05	2672.35	2669.26	2670.82	5288	0	15
2025.01.09	22:00:00	2670.83	2671.49	2669.86	2670.20	3922	0	16
2025.01.09	23:00:00	2670.18	2671.83	2669.61	2670.87	853	0	15
2025.01.10	01:00:00	2670.07	2671.57	2669.00	2670.50	1543	0	16
2025.01.10	02:00:00	2670.51	2671.75	2669.66	2671.20	4001	0	15
2025.01.10	03:00:00	2671.18	2672.56	2669.81	2671.69	7490	0	15
2025.01.10	04:00:00	2671.69	2675.40	2671.09	2674.07	5860	0	15
2025.01.10	05:00:00	2674.11	2675.39	2673.13	2674.32	3856	0	15
2025.01.10	06:00:00	2674.32	2674.67	2672.36	2672.41	2609	0	15
2025.01.10	07:00:00	2672.34	2676.49	2672.21	2675.54	5679	0	15
2025.01.10	08:00:00	2675.54	2679.04	2674.86	2678.78	7680	0	15
2025.01.10	09:00:00	2678.79	2679.40	2674.06	2676.79	6980	0	15
2025.01.10	10:00:00	2676.80	2681.01	2676.33	2680.72	9615	0	15
2025.01.10	11:00:00	2680.72	2682.90	2678.41	2679.20	7856	0	15
2025.01.10	12:00:00	2679.21	2683.32	2678.97	2681.54	9934	0	15
2025.01.10	13:00:00	2681.54	2683.66	2680.85	2682.08	7290	0	15
2025.01.10	14:00:00	2682.09	2682.12	2675.50	2678.97	9284	0	15
2025.01.10	15:00:00	2678.89	2684.40	2664.37	2683.44	23705	0	15
2025.01.10	16:00:00	2683.38	2693.90	2681.48	2688.37	31239	0	15
2025.01.10	17:00:00	2688.42	2697.78	2682.80	2692.13	26303	0	15
2025.01.10	18:00:00	2692.13	2697.20	2686.06	2696.25	21226	0	15
2025.01.10	19:00:00	2696.25	2697.75	2692.48	2695.97	12401	0	15
2025.01.10	20:00:00	2695.97	2697.11	2685.04	2687.21	12097	0	15
2025.01.10	21:00:00	2687.26	2687.78	2684.50	2685.88	8023	0	15
2025.01.10	22:00:00	2685.88	2690.79	2684.45	2690.51	7427	0	15
2025.01.10	23:00:00	2690.55	2693.28	2688.66	2689.22	2528	0	15
2025.01.13	01:00:00	2687.91	2691.25	2685.39	2690.95	3000	0	15
2025.01.13	02:00:00	2691.07	2693.16	2687.54	2689.08	3947	0	15
2025.01.13	03:00:00	2689.08	2689.29	2678.74	2685.59	18595	0	15
2025.01.13	04:00:00	2685.60	2690.50	2684.85	2688.45	8507	0	15
2025.01.13	05:00:00	2688.45	2688.63	2685.33	2688.03	6222	0	15
2025.01.13	06:00:00	2688.03	2690.81	2684.29	2685.84	7038	0	15
2025.01.13	07:00:00	2685.95	2686.99	2683.28	2686.93	9616	0	15
2025.01.13	08:00:00	2687.02	2691.30	2686.92	2689.85	7461	0	15
2025.01.13	09:00:00	2689.83	2690.40	2684.38	2685.12	10411	0	15
2025.01.13	10:00:00	2685.10	2689.68	2683.95	2687.16	12850	0	15
2025.01.13	11:00:00	2687.16	2688.35	2683.14	2684.80	12963	0	15
2025.01.13	12:00:00	2684.79	2685.01	2677.28	2679.42	10508	0	15
2025.01.13	13:00:00	2679.45	2680.70	2675.51	2675.97	9052	0	15
2025.01.13	14:00:00	2675.92	2677.11	2664.15	2670.92	16034	0	15
2025.01.13	15:00:00	2670.92	2672.15	2663.85	2669.12	21526	0	15
2025.01.13	16:00:00	2669.16	2674.20	2664.05	2671.57	22732	0	15
2025.01.13	17:00:00	2671.65	2672.82	2661.11	2661.82	21653	0	15
2025.01.13	18:00:00	2661.80	2667.92	2660.78	2661.37	13020	0	15
2025.01.13	19:00:00	2661.40	2664.18	2659.32	2660.93	11674	0	15
2025.01.13	20:00:00	2660.89	2662.48	2657.57	2659.29	8607	0	15
2025.01.13	21:00:00	2659.47	2660.65	2656.81	2658.88	7498	0	15
2025.01.13	22:00:00	2658.86	2662.79	2658.71	2662.27	5466	0	15
2025.01.13	23:00:00	2662.27	2664.18	2660.85	2663.67	1538	0	15
2025.01.14	01:00:00	2662.92	2669.32	2662.92	2668.09	2545	0	15
2025.01.14	02:00:00	2668.18	2671.75	2666.89	2671.10	4875	0	15
2025.01.14	03:00:00	2671.07	2672.87	2668.59	2671.48	12336	0	15
2025.01.14	04:00:00	2671.47	2672.88	2669.16	2671.18	9590	0	15
2025.01.14	05:00:00	2671.18	2672.93	2668.41	2669.18	7897	0	15
2025.01.14	06:00:00	2669.15	2673.46	2667.84	2673.01	4938	0	16
2025.01.14	07:00:00	2673.00	2674.67	2667.41	2669.13	7416	0	15
2025.01.14	08:00:00	2669.23	2670.25	2667.93	2669.67	8327	0	15
2025.01.14	09:00:00	2669.67	2671.46	2667.73	2669.70	8532	0	15
2025.01.14	10:00:00	2669.73	2675.06	2667.74	2671.03	12589	0	15
2025.01.14	11:00:00	2671.02	2671.58	2664.74	2667.35	9843	0	15
2025.01.14	12:00:00	2667.37	2668.86	2664.28	2666.11	9341	0	15
2025.01.14	13:00:00	2666.11	2669.28	2663.90	2668.68	8328	0	15
2025.01.14	14:00:00	2668.73	2671.60	2666.54	2668.33	9058	0	15
2025.01.14	15:00:00	2668.33	2674.31	2660.83	2662.92	21250	0	15
2025.01.14	16:00:00	2662.92	2666.02	2659.84	2665.21	24236	0	15
2025.01.14	17:00:00	2665.21	2672.69	2665.13	2671.63	21268	0	15
2025.01.14	18:00:00	2671.63	2674.00	2669.87	2671.56	14835	0	15
2025.01.14	19:00:00	2671.56	2671.90	2667.99	2669.04	10401	0	15
2025.01.14	20:00:00	2669.07	2672.50	2666.70	2672.29	9000	0	15
2025.01.14	21:00:00	2672.33	2676.30	2671.90	2674.28	9027	0	15
2025.01.14	22:00:00	2674.28	2676.42	2671.82	2676.42	8912	0	15
2025.01.14	23:00:00	2676.42	2678.12	2675.84	2676.80	1646	0	15
2025.01.15	01:00:00	2677.84	2677.91	2673.83	2675.48	1636	0	15
2025.01.15	02:00:00	2675.48	2676.44	2673.12	2673.27	2382	0	15
2025.01.15	03:00:00	2673.28	2674.84	2670.30	2670.43	5950	0	15
2025.01.15	04:00:00	2670.46	2675.60	2669.87	2673.95	6867	0	18
2025.01.15	05:00:00	2673.94	2676.83	2672.89	2676.69	5281	0	15
2025.01.15	06:00:00	2676.66	2677.21	2674.73	2676.06	4914	0	19
2025.01.15	07:00:00	2676.13	2679.80	2675.05	2679.78	8183	0	15
2025.01.15	08:00:00	2679.75	2683.91	2679.57	2681.42	7784	0	15
2025.01.15	09:00:00	2681.42	2684.70	2680.56	2681.89	8264	0	15
2025.01.15	10:00:00	2682.01	2686.01	2681.78	2684.48	10337	0	15
2025.01.15	11:00:00	2684.58	2689.16	2683.58	2686.52	11420	0	15
2025.01.15	12:00:00	2686.59	2689.79	2685.46	2689.02	10719	0	15
2025.01.15	13:00:00	2689.01	2689.58	2685.73	2687.47	11998	0	15
2025.01.15	14:00:00	2687.43	2688.13	2684.33	2684.58	9738	0	15
2025.01.15	15:00:00	2684.71	2694.10	2682.12	2693.67	24971	0	15
2025.01.15	16:00:00	2693.68	2696.03	2678.13	2681.88	28362	0	15
2025.01.15	17:00:00	2681.93	2683.06	2676.65	2678.47	22917	0	15
2025.01.15	18:00:00	2678.52	2689.95	2676.98	2689.31	16640	0	15
2025.01.15	19:00:00	2689.34	2692.88	2688.33	2692.63	10699	0	15
2025.01.15	20:00:00	2692.63	2694.99	2690.98	2694.03	10162	0	15
2025.01.15	21:00:00	2694.03	2695.08	2692.49	2693.99	6250	0	15
2025.01.15	22:00:00	2693.95	2696.46	2693.21	2696.33	6541	0	15
2025.01.15	23:00:00	2696.24	2697.30	2693.91	2696.26	1674	0	15
2025.01.16	01:00:00	2692.10	2696.79	2691.40	2695.28	1762	0	15
2025.01.16	02:00:00	2695.47	2698.63	2693.39	2695.64	7069	0	15
2025.01.16	03:00:00	2695.64	2702.59	2694.87	2696.58	13523	0	15
2025.01.16	04:00:00	2696.58	2698.55	2695.85	2697.94	8067	0	15
2025.01.16	05:00:00	2697.94	2698.80	2696.08	2697.63	4771	0	15
2025.01.16	06:00:00	2697.58	2698.64	2697.17	2697.74	3988	0	15
2025.01.16	07:00:00	2697.77	2697.90	2693.49	2694.13	7506	0	15
2025.01.16	08:00:00	2694.13	2694.97	2689.30	2693.41	9028	0	15
2025.01.16	09:00:00	2693.41	2700.44	2692.85	2698.78	10059	0	15
2025.01.16	10:00:00	2698.80	2703.71	2697.64	2699.54	10936	0	15
2025.01.16	11:00:00	2699.53	2706.78	2698.05	2705.94	13076	0	15
2025.01.16	12:00:00	2705.97	2709.18	2705.33	2708.38	8747	0	15
2025.01.16	13:00:00	2708.48	2711.81	2706.82	2706.92	8756	0	15
2025.01.16	14:00:00	2706.94	2707.98	2700.87	2703.71	13994	0	15
2025.01.16	15:00:00	2703.68	2718.21	2701.36	2715.43	21227	0	15
2025.01.16	16:00:00	2715.47	2719.25	2712.87	2718.42	21882	0	15
2025.01.16	17:00:00	2718.45	2719.55	2712.51	2716.82	22587	0	15
2025.01.16	18:00:00	2716.92	2722.34	2716.58	2720.41	17982	0	15
2025.01.16	19:00:00	2720.31	2724.73	2719.50	2721.75	11035	0	15
2025.01.16	20:00:00	2721.74	2723.32	2714.80	2715.23	9880	0	15
2025.01.16	21:00:00	2715.24	2717.16	2714.71	2715.32	8937	0	15
2025.01.16	22:00:00	2715.32	2717.09	2714.40	2715.81	5930	0	15
2025.01.16	23:00:00	2715.78	2715.96	2712.25	2714.38	2829	0	15
2025.01.17	01:00:00	2714.14	2714.95	2712.37	2714.51	1796	0	15
2025.01.17	02:00:00	2714.51	2716.59	2714.12	2715.08	4748	0	15
2025.01.17	03:00:00	2715.12	2715.20	2710.35	2714.12	12605	0	15
2025.01.17	04:00:00	2714.24	2716.48	2713.34	2715.18	7362	0	15
2025.01.17	05:00:00	2715.12	2716.80	2714.65	2715.98	5303	0	19
2025.01.17	06:00:00	2716.02	2716.97	2714.78	2715.26	3452	0	15
2025.01.17	07:00:00	2715.26	2715.92	2711.62	2712.02	6835	0	15
2025.01.17	08:00:00	2712.02	2713.80	2709.95	2711.93	8213	0	15
2025.01.17	09:00:00	2711.96	2713.91	2708.00	2709.75	7778	0	15
2025.01.17	10:00:00	2709.77	2712.28	2708.75	2711.05	7854	0	15
2025.01.17	11:00:00	2710.99	2711.41	2703.34	2704.29	9377	0	15
2025.01.17	12:00:00	2704.24	2705.56	2702.29	2703.31	8047	0	15
2025.01.17	13:00:00	2703.33	2708.15	2703.14	2707.37	7241	0	15
2025.01.17	14:00:00	2707.37	2711.74	2706.31	2711.13	12046	0	15
2025.01.17	15:00:00	2711.14	2712.18	2704.38	2705.09	19905	0	15
2025.01.17	16:00:00	2705.07	2712.48	2702.67	2711.63	25511	0	15
2025.01.17	17:00:00	2711.64	2715.08	2710.10	2714.23	18681	0	15
2025.01.17	18:00:00	2714.23	2717.30	2713.53	2716.08	13535	0	15
2025.01.17	19:00:00	2716.08	2716.29	2710.52	2712.58	9867	0	15
2025.01.17	20:00:00	2712.57	2713.31	2705.57	2705.63	10213	0	15
2025.01.17	21:00:00	2705.63	2707.25	2702.73	2703.15	8060	0	15
2025.01.17	22:00:00	2703.14	2704.19	2699.93	2701.06	9022	0	15
2025.01.17	23:00:00	2701.05	2702.89	2699.14	2702.52	2177	0	15
2025.01.20	01:00:00	2702.51	2703.00	2691.50	2696.18	3998	0	15
2025.01.20	02:00:00	2696.18	2696.34	2691.73	2694.34	3849	0	15
2025.01.20	03:00:00	2694.34	2696.39	2689.22	2694.37	14844	0	15
2025.01.20	04:00:00	2694.43	2698.58	2694.17	2698.01	8995	0	15
2025.01.20	05:00:00	2698.01	2704.53	2697.96	2704.08	6653	0	15
2025.01.20	06:00:00	2704.08	2707.06	2702.74	2706.49	5743	0	15
2025.01.20	07:00:00	2706.37	2708.08	2703.68	2706.55	9760	0	15
2025.01.20	08:00:00	2706.58	2713.13	2705.95	2711.65	9359	0	15
2025.01.20	09:00:00	2711.65	2711.96	2703.51	2704.05	8010	0	15
2025.01.20	10:00:00	2704.06	2707.45	2702.79	2706.25	8053	0	15
2025.01.20	11:00:00	2706.22	2708.25	2703.40	2706.78	7093	0	15
2025.01.20	12:00:00	2706.76	2709.21	2705.55	2708.74	7028	0	15
2025.01.20	13:00:00	2708.74	2713.08	2705.20	2707.63	8655	0	15
2025.01.20	14:00:00	2707.68	2709.80	2706.48	2707.53	9230	0	15
2025.01.20	15:00:00	2707.51	2710.71	2701.54	2705.08	22349	0	15
2025.01.20	16:00:00	2705.11	2712.10	2704.99	2710.30	19410	0	15
2025.01.20	17:00:00	2710.30	2710.49	2705.19	2707.08	11518	0	15
2025.01.20	18:00:00	2707.08	2708.88	2703.32	2707.53	9434	0	15
2025.01.20	19:00:00	2707.49	2710.17	2703.95	2707.43	5981	0	15
2025.01.20	20:00:00	2707.43	2711.31	2705.18	2710.57	2700	0	15
2025.01.20	21:00:00	2710.66	2710.95	2709.70	2709.70	46	0	30
2025.01.21	01:00:00	2706.98	2710.52	2706.18	2709.72	2363	0	16
2025.01.21	02:00:00	2709.73	2711.01	2702.12	2704.81	8761	0	15
2025.01.21	03:00:00	2704.80	2718.66	2702.37	2717.38	18025	0	15
2025.01.21	04:00:00	2717.38	2725.20	2717.28	2724.23	13453	0	15
2025.01.21	05:00:00	2724.22	2727.46	2721.29	2724.78	11635	0	15
2025.01.21	06:00:00	2724.85	2727.77	2723.52	2726.70	8234	0	15
2025.01.21	07:00:00	2726.79	2728.51	2724.77	2725.49	8513	0	15
2025.01.21	08:00:00	2725.52	2729.00	2724.31	2725.12	10009	0	15
2025.01.21	09:00:00	2725.11	2732.08	2723.23	2728.84	10612	0	15
2025.01.21	10:00:00	2728.92	2729.02	2722.14	2723.93	12710	0	15
2025.01.21	11:00:00	2723.80	2724.44	2717.89	2721.49	14556	0	15
2025.01.21	12:00:00	2721.49	2724.18	2719.13	2720.05	10916	0	15
2025.01.21	13:00:00	2720.06	2724.74	2716.70	2724.06	10590	0	15
2025.01.21	14:00:00	2724.06	2727.56	2722.05	2727.05	10727	0	15
2025.01.21	15:00:00	2727.03	2730.30	2724.83	2726.55	19152	0	15
2025.01.21	16:00:00	2726.55	2738.97	2725.54	2738.58	20151	0	15
2025.01.21	17:00:00	2738.54	2740.83	2734.83	2739.31	22358	0	15
2025.01.21	18:00:00	2739.30	2745.23	2738.11	2743.46	16284	0	15
2025.01.21	19:00:00	2743.56	2746.03	2740.41	2740.60	9421	0	15
2025.01.21	20:00:00	2740.58	2746.27	2740.27	2744.99	8431	0	15
2025.01.21	21:00:00	2745.02	2745.71	2741.63	2743.00	8098	0	15
2025.01.21	22:00:00	2743.03	2743.56	2740.30	2742.87	7201	0	15
2025.01.21	23:00:00	2742.82	2746.03	2742.21	2744.92	1575	0	15
2025.01.22	01:00:00	2744.95	2745.16	2741.64	2744.22	3295	0	15
2025.01.22	02:00:00	2744.40	2748.93	2742.63	2748.12	4294	0	15
2025.01.22	03:00:00	2748.13	2749.92	2746.81	2748.17	11676	0	15
2025.01.22	04:00:00	2748.11	2749.72	2746.24	2748.91	7872	0	15
2025.01.22	05:00:00	2748.93	2751.12	2747.96	2750.35	6268	0	15
2025.01.22	06:00:00	2750.35	2753.05	2749.32	2752.07	5012	0	15
2025.01.22	07:00:00	2752.09	2758.63	2750.28	2758.00	8762	0	15
2025.01.22	08:00:00	2758.00	2758.14	2745.56	2746.89	13679	0	15
2025.01.22	09:00:00	2746.86	2753.92	2746.49	2748.85	8591	0	15
2025.01.22	10:00:00	2748.85	2753.90	2746.79	2753.26	11543	0	15
2025.01.22	11:00:00	2753.26	2762.28	2752.87	2758.45	10498	0	15
2025.01.22	12:00:00	2758.46	2763.29	2758.26	2759.86	8073	0	15
2025.01.22	13:00:00	2759.99	2760.40	2756.11	2756.36	7506	0	15
2025.01.22	14:00:00	2756.39	2758.71	2751.67	2758.40	7629	0	15
2025.01.22	15:00:00	2758.42	2761.59	2751.02	2757.71	17562	0	15
2025.01.22	16:00:00	2757.71	2758.25	2750.28	2753.91	21592	0	15
2025.01.22	17:00:00	2753.92	2760.29	2750.48	2759.43	17835	0	15
2025.01.22	18:00:00	2759.42	2760.20	2755.94	2758.24	13143	0	15
2025.01.22	19:00:00	2758.28	2758.46	2755.88	2756.57	8906	0	15
2025.01.22	20:00:00	2756.57	2759.38	2755.03	2757.78	9536	0	15
2025.01.22	21:00:00	2757.78	2757.78	2755.09	2755.31	6211	0	15
2025.01.22	22:00:00	2755.33	2757.11	2754.81	2756.58	6316	0	15
2025.01.22	23:00:00	2756.66	2757.04	2754.92	2756.02	1193	0	15
2025.01.23	01:00:00	2755.80	2756.31	2753.88	2755.63	2017	0	15
2025.01.23	02:00:00	2755.57	2755.90	2753.31	2755.30	2514	0	15
2025.01.23	03:00:00	2755.34	2756.21	2750.59	2752.64	8972	0	15
